uniprot_id,gene_id,gene_name,length,location,original_locations
P15315,YGL166W,CUP2,225,Nucleus,Nucleus
P15367,YIR022W,SEC11,167,Membrane_Secretory,Endoplasmic reticulum membrane
P15424,YDR194C,MSS116,664,Mitochondria,Mitochondrion matrix
P15436,YDL102W,POL3,1097,Nucleus,Nucleus
P15442,YDR283C,GCN2,1659,Cytoplasm,Cytoplasm
P15496,YPL117C,IDI1,288,Cytoplasm,Cytoplasm
P15565,YDR120C,TRM1,570,Mitochondria,Mitochondrion; Nucleus inner membrane
P15624,YLR060W,FRS1,595,Cytoplasm,Cytoplasm
P15625,YFL022C,FRS2,503,Cytoplasm,Cytoplasm
P15646,YDL014W,NOP1,327,Nucleus,"Nucleus, nucleolus"
P15700,YKL024C,URA6,204,Nucleus,Cytoplasm; Nucleus
P15703,YGR282C,BGL2,313,Membrane_Secretory,"Secreted, cell wall"
P15705,YOR027W,STI1,589,Cytoplasm,Cytoplasm
P15801,YOR330C,MIP1,1254,Mitochondria,Mitochondrion
P15873,YBR088C,POL30,258,Nucleus,Nucleus
P15891,YCR088W,ABP1,592,Other,"Cytoplasm, cytoskeleton, actin patch"
P15938,YKR086W,PRP16,1071,Nucleus,Nucleus
P16140,YBR127C,VMA2,517,Membrane_Secretory,Vacuole membrane
P16370,YIL021W,RPB3,318,Nucleus,Nucleus
P16387,YER178W,PDA1,420,Mitochondria,Mitochondrion matrix
P16451,YGR193C,PDX1,410,Mitochondria,Mitochondrion matrix
P16467,YLR134W,PDC5,563,Nucleus,Cytoplasm; Nucleus
P16474,YJL034W,KAR2,682,Other,Endoplasmic reticulum lumen
P16521,YLR249W,YEF3,1044,Cytoplasm,"Cytoplasm, cytosol"
P16522,YHR166C,CDC23,626,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
P16550,YCL050C,APA1,321,Nucleus,Cytoplasm; Nucleus
P16603,YHR042W,NCP1,691,Mitochondria,Endoplasmic reticulum membrane; Mitochondrion outer membrane; Cell membrane
P16622,YOR176W,HEM15,393,Mitochondria,Mitochondrion inner membrane
P16649,YCR084C,TUP1,713,Nucleus,Nucleus
P16658,YLR105C,SEN2,377,Nucleus,Nucleus; Endomembrane system; Mitochondrion outer membrane
P16661,YBR110W,ALG1,449,Membrane_Secretory,Endoplasmic reticulum membrane
P16664,YDR137W,RGP1,663,Membrane_Secretory,Golgi apparatus
P16861,YGR240C,PFK1,987,Mitochondria,Cytoplasm; Mitochondrion outer membrane
P16862,YMR205C,PFK2,959,Mitochondria,Cytoplasm; Mitochondrion outer membrane
P16892,YBL016W,FUS3,353,Nucleus,Nucleus; Cytoplasm; Periplasm
P17064,YER056C,FCY2,533,Membrane_Secretory,Membrane
P17065,YNL272C,SEC2,759,Cytoplasm,"Bud neck; Bud tip; Cytoplasmic vesicle, secretory vesicle"
P17076,YHL033C,RPL8A,256,Cytoplasm,Cytoplasm
P17106,YJR060W,CBF1,351,Nucleus,"Nucleus; Mitochondrion; Chromosome, centromere"
P17119,YPR141C,KAR3,729,Nucleus,"Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body; Nucleus; Cytoplasm, cytoskeleton; Chromosome; Cytoplasm, cytoskeleton, spindle"
P17157,YPL031C,PHO85,305,Nucleus,Cytoplasm; Nucleus
P17214,YLR233C,EST1,699,Nucleus,"Nucleus; Chromosome, telomere"
P17255,YDL185W,VMA1,1071,Membrane_Secretory,Vacuole membrane
P17260,YNL322C,KRE1,313,Membrane_Secretory,"Cell membrane; Secreted, cell wall"
P17442,YGR233C,PHO81,1178,Nucleus,Cytoplasm; Nucleus
P17505,YKL085W,MDH1,334,Mitochondria,Mitochondrion matrix
P17536,YNL079C,TPM1,199,Cytoplasm,"Cytoplasm, cytoskeleton"
P17555,YNL138W,SRV2,526,Other,"Cytoplasm, cytoskeleton, actin patch"
P17558,YOR158W,PET123,318,Mitochondria,Mitochondrion
P17629,YDR138W,HPR1,752,Nucleus,Nucleus
P17649,YGR019W,UGA1,471,Cytoplasm,Cytoplasm
P17695,YDR513W,GRX2,143,Mitochondria,Mitochondrion
P17883,YPR189W,SKI3,1432,Nucleus,Cytoplasm; Nucleus
P17890,YNL151C,RPC31,251,Nucleus,Nucleus
P17891,YGR167W,CLC1,233,Other,"Cytoplasmic vesicle membrane; Membrane, coated pit"
P17898,YNL130C,CPT1,393,Mitochondria,Microsome membrane; Endoplasmic reticulum membrane; Mitochondrion outer membrane
P17967,YCL043C,PDI1,522,Other,Endoplasmic reticulum lumen
P18238,YBR085W,AAC3,307,Mitochondria,Mitochondrion inner membrane
P18239,YBL030C,PET9,318,Mitochondria,Mitochondrion inner membrane; Peroxisome membrane
P18409,YAL010C,MDM10,493,Mitochondria,Mitochondrion outer membrane
P18410,YAL009W,SPO7,259,Nucleus,Endoplasmic reticulum membrane; Nucleus membrane
P18412,YBR083W,TEC1,486,Nucleus,Nucleus
P18480,YBR289W,SNF5,905,Nucleus,Nucleus
P18759,YBR080C,SEC18,758,Cytoplasm,Cytoplasm
P18852,YJR086W,STE18,110,Membrane_Secretory,Membrane
P18888,YHL025W,SNF6,332,Nucleus,Nucleus
P18898,YGL155W,CDC43,376,Cytoplasm,Cytoplasm
P18961,YMR104C,YPK2,677,Cytoplasm,Cytoplasm
P19073,YLR229C,CDC42,191,Membrane_Secretory,Cell membrane
P19145,YKR039W,GAP1,602,Membrane_Secretory,Cell membrane; Endoplasmic reticulum membrane
P19146,YDL137W,ARF2,181,Membrane_Secretory,Golgi apparatus
P19211,YJR047C,ANB1,157,Cytoplasm,Cytoplasm
P19262,YDR148C,KGD2,463,Mitochondria,Mitochondrion
P19263,YLR071C,RGR1,1082,Nucleus,Nucleus
P19414,YLR304C,ACO1,778,Mitochondria,Mitochondrion; Cytoplasm
P19516,YPL132W,COX11,300,Mitochondria,Mitochondrion inner membrane
P19524,YOR326W,MYO2,1574,Cytoplasm,Bud neck; Bud tip
P19541,YPL133C,RDS2,446,Nucleus,Cytoplasm; Nucleus
P19657,YPL036W,PMA2,947,Membrane_Secretory,Cell membrane
P19658,YJL085W,EXO70,623,Cytoplasm,"Cytoplasmic vesicle, secretory vesicle; Bud; Bud neck"
P19659,YOL051W,GAL11,1081,Nucleus,Nucleus
P19735,YBR055C,PRP6,899,Nucleus,Nucleus
P19736,YDL030W,PRP9,530,Nucleus,Nucleus
P19807,YGL077C,HNM1,563,Membrane_Secretory,Membrane
P19880,YML007W,YAP1,650,Nucleus,Nucleus; Cytoplasm
P19882,YLR259C,HSP60,572,Mitochondria,Mitochondrion matrix
P19955,YFR049W,YMR31,123,Mitochondria,Mitochondrion
P20050,YIL072W,HOP1,605,Nucleus,Nucleus; Chromosome
P20052,YOL001W,PHO80,293,Nucleus,Cytoplasm; Nucleus
P20053,YPR178W,PRP4,465,Nucleus,Nucleus
P20081,YNL135C,FPR1,114,Mitochondria,Cytoplasm; Mitochondrion
P20095,YNR011C,PRP2,876,Nucleus,Nucleus
P20107,YMR243C,ZRC1,442,Membrane_Secretory,Vacuole membrane
P20134,YOR140W,SFL1,766,Nucleus,Nucleus
P20424,YPR088C,SRP54,541,Membrane_Secretory,Cytoplasm; Endoplasmic reticulum
P20433,YJL140W,RPB4,221,Nucleus,"Nucleus; Cytoplasm; Cytoplasm, P-body"
P20434,YBR154C,RPB5,215,Nucleus,Nucleus
P20435,YPR187W,RPO26,155,Nucleus,Cytoplasm; Nucleus
P20436,YOR224C,RPB8,146,Nucleus,Nucleus
P20447,YGL078C,DBP3,523,Nucleus,"Nucleus, nucleolus"
P20448,YJL033W,HCA4,770,Nucleus,"Nucleus, nucleolus"
P20449,YOR046C,DBP5,482,Nucleus,"Cytoplasm; Nucleus, nuclear pore complex; Nucleus membrane"
P20459,YJR007W,SUI2,304,Cytoplasm,"Cytoplasm, cytosol"
P20484,YKL021C,MAK11,414,Nucleus,"Nucleus, nucleolus; Nucleus membrane"
P20485,YLR133W,CKI1,582,Cytoplasm,Cytoplasm
P20604,YDL047W,SIT4,311,Cytoplasm,Cytoplasm
P20606,YPL218W,SAR1,190,Membrane_Secretory,"Cytoplasmic vesicle, COPII-coated vesicle membrane; Endoplasmic reticulum membrane; Golgi apparatus membrane"
P20676,YOR098C,NUP1,1076,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane"
P20795,YLR396C,VPS33,691,Membrane_Secretory,Vacuole
P20840,YJR004C,SAG1,650,Membrane_Secretory,"Secreted, cell wall; Membrane"
P20967,YIL125W,KGD1,1014,Mitochondria,"Mitochondrion; Mitochondrion matrix; Mitochondrion matrix, mitochondrion nucleoid"
P21147,YGL055W,OLE1,510,Membrane_Secretory,Endoplasmic reticulum membrane
P21190,YJR094C,IME1,360,Nucleus,Nucleus
P21192,YLR131C,ACE2,770,Nucleus,Nucleus
P21242,YOR362C,PRE10,288,Nucleus,Cytoplasm; Nucleus
P21243,YGL011C,SCL1,252,Nucleus,Cytoplasm; Nucleus
P21269,YER168C,CCA1,546,Nucleus,Cytoplasm; Nucleus
P21372,YBR237W,PRP5,849,Nucleus,Nucleus
P21374,YJR050W,ISY1,235,Nucleus,Cytoplasm; Nucleus
P21375,YJR051W,OSM1,501,Mitochondria,Mitochondrion
P21524,YER070W,RNR1,888,Cytoplasm,Cytoplasm
P21538,YBR049C,REB1,810,Nucleus,Nucleus
P21560,YPL215W,CBP3,335,Mitochondria,Mitochondrion membrane
P21576,YKR001C,VPS1,704,Cytoplasm,"Cytoplasm, cytoskeleton"
P21592,YPL172C,COX10,462,Mitochondria,Mitochondrion; Mitochondrion membrane
P21651,YJR021C,REC107,314,Nucleus,Nucleus; Chromosome
P21672,YIL066C,RNR3,869,Cytoplasm,Cytoplasm
P21691,YKR101W,SIR1,654,Nucleus,"Nucleus; Chromosome, centromere"
P21771,YDR337W,MRPS28,286,Mitochondria,Mitochondrion
P21801,YLL041C,SDH2,266,Mitochondria,Mitochondrion inner membrane
P21825,YPL094C,SEC62,274,Membrane_Secretory,Endoplasmic reticulum membrane
P21826,YIR031C,DAL7,554,Other,Peroxisome matrix
P21827,YGL097W,SRM1,482,Nucleus,Nucleus
P21951,YNL262W,POL2,2222,Nucleus,Nucleus
P21954,YDL066W,IDP1,428,Mitochondria,Mitochondrion
P21957,YHL020C,OPI1,404,Nucleus,Endoplasmic reticulum; Nucleus
P22007,YDL090C,RAM1,431,Cytoplasm,Cytoplasm
P22082,YOR290C,SNF2,1703,Nucleus,Nucleus
P22108,YDR530C,APA2,325,Nucleus,Cytoplasm; Nucleus
P22133,YOL126C,MDH2,377,Cytoplasm,Cytoplasm
P22137,YGL206C,CHC1,1653,Other,"Cytoplasmic vesicle membrane; Membrane, coated pit"
P22138,YPR010C,RPA135,1203,Nucleus,"Nucleus, nucleolus"
P22139,YOR210W,RPB10,70,Nucleus,"Nucleus, nucleolus"
P22140,YHR123W,EPT1,391,Membrane_Secretory,Golgi apparatus membrane
P22141,YER012W,PRE1,198,Nucleus,Cytoplasm; Nucleus
P22146,YMR307W,GAS1,559,Membrane_Secretory,"Cell membrane; Secreted, cell wall"
P22147,YGL173C,XRN1,1528,Cytoplasm,"Cytoplasm; Cytoplasm, perinuclear region; Cytoplasm, P-body"
P22148,YOL116W,MSN1,382,Nucleus,Nucleus
P22149,YGL071W,AFT1,690,Nucleus,Nucleus
P22202,YER103W,SSA4,642,Cytoplasm,Cytoplasm
P22203,YOR332W,VMA4,233,Membrane_Secretory,Vacuole membrane
P22204,YGR092W,DBF2,572,Nucleus,"Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body; Bud neck; Nucleus"
P22211,YNL183C,NPR1,790,Cytoplasm,Cytoplasm
P22213,YDR189W,SLY1,666,Membrane_Secretory,Cytoplasm; Membrane
P22214,YLR268W,SEC22,214,Membrane_Secretory,Membrane; Endoplasmic reticulum membrane; Golgi apparatus membrane
P22216,YPL153C,RAD53,821,Nucleus,Nucleus
P22217,YLR043C,TRX1,103,Nucleus,Nucleus; Cytoplasm; Golgi apparatus membrane; Mitochondrion intermembrane space
P22219,YBR097W,VPS15,1454,Membrane_Secretory,"Golgi apparatus, trans-Golgi network membrane; Endosome membrane"
P22224,YGL233W,SEC15,910,Membrane_Secretory,Cytoplasm; Cell membrane
P22276,YOR207C,RET1,1149,Nucleus,Nucleus
P22289,YGR183C,QCR9,66,Mitochondria,Mitochondrion inner membrane
P22336,YAR007C,RFA1,621,Nucleus,Nucleus
P22515,YKL210W,UBA1,1024,Nucleus,Cytoplasm; Nucleus
P22516,YPL008W,CHL1,861,Nucleus,Nucleus
P22543,YLR240W,VPS34,875,Membrane_Secretory,"Golgi apparatus, trans-Golgi network membrane; Endosome membrane"
P22579,YOL004W,SIN3,1536,Nucleus,Nucleus
P22696,YJR017C,ESS1,170,Nucleus,Cytoplasm; Nucleus
P22768,YOL058W,ARG1,420,Cytoplasm,Cytoplasm
P22803,YGR209C,TRX2,104,Nucleus,Cytoplasm; Golgi apparatus membrane; Nucleus
P22804,YIL004C,BET1,142,Membrane_Secretory,Golgi apparatus membrane; Endoplasmic reticulum membrane
P22855,YGL156W,AMS1,1083,Membrane_Secretory,Vacuole
P22936,YKL114C,APN1,367,Nucleus,Nucleus
P23179,YHL022C,SPO11,398,Nucleus,Nucleus; Chromosome
P23201,YLL021W,SPA2,1466,Other,Cell tip
P23202,YNL229C,URE2,354,Cytoplasm,Cytoplasm
P23255,YCR042C,TAF2,1407,Nucleus,Nucleus
P23285,YHR057C,CPR2,205,Membrane_Secretory,Secreted
P23291,YHR135C,YCK1,538,Mitochondria,Cell membrane; Mitochondrion membrane
P23292,YNL154C,YCK2,546,Membrane_Secretory,Cell membrane
P23293,YPR161C,SGV1,657,Nucleus,Nucleus
P23301,YEL034W,HYP2,157,Cytoplasm,Cytoplasm
P23394,YDR243C,PRP28,588,Nucleus,Cytoplasm; Nucleus
P23503,YNL240C,NAR1,491,Nucleus,Cytoplasm; Nucleus
P23542,YLR027C,AAT2,418,Membrane_Secretory,Cytoplasm; Peroxisome
P23585,YMR011W,HXT2,541,Membrane_Secretory,Membrane
P23615,YGR116W,SPT6,1451,Nucleus,Nucleus; Chromosome
P23638,YGR135W,PRE9,258,Nucleus,Cytoplasm; Nucleus
P23639,YML092C,PRE8,250,Nucleus,Cytoplasm; Nucleus
P23642,YML115C,VAN1,535,Membrane_Secretory,Endoplasmic reticulum membrane; Golgi apparatus membrane
P23643,YDR495C,VPS3,1011,Cytoplasm,Cytoplasm
P23644,YMR203W,TOM40,387,Mitochondria,Mitochondrion outer membrane
P23724,YBL041W,PRE7,241,Nucleus,Cytoplasm; Nucleus
P23776,YLR300W,EXG1,448,Membrane_Secretory,"Secreted, cell wall; Secreted"
P23833,YBR037C,SCO1,295,Mitochondria,Mitochondrion inner membrane
P23900,YLL043W,FPS1,669,Membrane_Secretory,Membrane
P23968,YHR026W,VMA16,213,Membrane_Secretory,Vacuole membrane
P24004,YKL197C,PEX1,1043,Membrane_Secretory,"Cytoplasm, cytosol; Peroxisome membrane"
P24279,YEL032W,MCM3,971,Nucleus,Nucleus
P24280,YMR079W,SEC14,304,Membrane_Secretory,Golgi apparatus membrane; Cytoplasm
P24309,YKL149C,DBR1,405,Nucleus,Nucleus; Cytoplasm
P24384,YER013W,PRP22,1145,Nucleus,Nucleus
P24482,YPR175W,DPB2,689,Nucleus,Cytoplasm; Nucleus
P24783,YNL112W,DBP2,546,Nucleus,Cytoplasm; Nucleus
P24784,YPL119C,DBP1,617,Cytoplasm,Cytoplasm
P24813,YDR423C,CAD1,409,Nucleus,Cytoplasm; Nucleus
P24814,YJR090C,GRR1,1151,Membrane_Secretory,Membrane
P24867,YNL289W,PCL1,279,Nucleus,Cytoplasm; Nucleus
P25040,YOL022C,TSR4,408,Cytoplasm,"Cytoplasm, cytosol"
P25042,YPR065W,ROX1,368,Nucleus,Nucleus
P25043,YOR157C,PUP1,261,Nucleus,Cytoplasm; Nucleus
P25044,YDL230W,PTP1,335,Cytoplasm,Cytoplasm
P25045,YMR296C,LCB1,558,Membrane_Secretory,Cytoplasm; Endoplasmic reticulum membrane
P25046,YBL093C,ROX3,220,Nucleus,Nucleus
P25087,YML008C,ERG6,383,Mitochondria,Microsome; Mitochondrion
P25293,YKR048C,NAP1,417,Nucleus,Cytoplasm; Nucleus; Bud neck
P25294,YNL007C,SIS1,352,Nucleus,Cytoplasm; Nucleus
P25297,YML123C,PHO84,587,Membrane_Secretory,Cell membrane; Vacuole
P25298,YMR061W,RNA14,677,Nucleus,Nucleus; Cytoplasm
P25299,YGL044C,RNA15,296,Nucleus,Nucleus
P25300,YCR038C,BUD5,642,Cytoplasm,"Bud neck; Cytoplasm, cell cortex"
P25301,YDR004W,RAD57,460,Nucleus,Nucleus
P25303,YMR214W,SCJ1,377,Other,Endoplasmic reticulum lumen
P25336,YCR092C,MSH3,1018,Nucleus,Nucleus
P25340,YGL012W,ERG4,473,Membrane_Secretory,Endoplasmic reticulum membrane
P25342,YCR002C,CDC10,322,Membrane_Secretory,Membrane; Bud neck
P25343,YCR009C,RVS161,265,Cytoplasm,"Cytoplasm, cytoskeleton"
P25346,YCR098C,GIT1,518,Membrane_Secretory,Cell membrane
P25348,YCR003W,MRPL32,183,Mitochondria,Mitochondrion
P25349,YCR004C,YCP4,247,Mitochondria,Cytoplasm; Membrane raft; Mitochondrion
P25353,YCR026C,NPP1,742,Membrane_Secretory,Membrane
P25357,YCR033W,SNT1,1226,Nucleus,Nucleus
P25358,YCR034W,ELO2,347,Membrane_Secretory,Endoplasmic reticulum membrane
P25359,YCR035C,RRP43,394,Nucleus,"Cytoplasm; Nucleus, nucleolus"
P25360,YCR037C,PHO87,923,Membrane_Secretory,Cell membrane
P25364,YCR065W,HCM1,564,Nucleus,Cytoplasm; Nucleus
P25368,YCL031C,RRP7,297,Nucleus,"Nucleus, nucleolus"
P25369,YCL034W,LSB5,354,Cytoplasm,"Cytoplasm, cell cortex; Cytoplasm, cytoskeleton"
P25372,YCR083W,TRX3,127,Mitochondria,Mitochondrion
P25373,YCL035C,GRX1,110,Nucleus,Cytoplasm; Nucleus
P25374,YCL017C,NFS1,497,Nucleus,Mitochondrion; Nucleus
P25375,YCL057W,PRD1,712,Cytoplasm,Cytoplasm
P25376,YCL025C,AGP1,633,Membrane_Secretory,Cell membrane
P25378,YCR027C,RHB1,209,Membrane_Secretory,Cell membrane
P25382,YCR072C,RSA4,515,Nucleus,"Nucleus, nucleolus"
P25384,YCL019W,TY2B-C,1770,Nucleus,Cytoplasm; Nucleus
P25385,YLR078C,BOS1,244,Membrane_Secretory,Golgi apparatus membrane; Endoplasmic reticulum membrane
P25386,YDL058W,USO1,1790,Membrane_Secretory,"Cytoplasm, cytoskeleton; Cytoplasmic vesicle membrane; Endoplasmic reticulum membrane; Golgi apparatus membrane"
P25389,YCL024W,KCC4,1037,Cytoplasm,Bud neck
P25441,YDL150W,RPC53,422,Nucleus,Nucleus
P25443,YGL123W,RPS2,254,Nucleus,"Cytoplasm; Nucleus, nucleolus"
P25451,YER094C,PUP3,205,Nucleus,Cytoplasm; Nucleus
P25453,YER179W,DMC1,334,Nucleus,Nucleus
P25454,YER095W,RAD51,400,Nucleus,Nucleus; Chromosome
P25491,YNL064C,YDJ1,409,Cytoplasm,"Cytoplasm; Cytoplasm, perinuclear region"
P25502,YKL015W,PUT3,979,Nucleus,Nucleus
P25515,YEL027W,VMA3,160,Membrane_Secretory,Vacuole membrane
P25554,YCL010C,SGF29,259,Nucleus,Nucleus
P25555,YCL011C,GBP2,427,Nucleus,"Cytoplasm; Nucleus; Chromosome, telomere; Cytoplasm, P-body; Cytoplasm, Stress granule"
P25569,YCL039W,GID7,745,Nucleus,Nucleus; Cytoplasm
P25573,YCL044C,MGR1,417,Mitochondria,Mitochondrion inner membrane
P25574,YCL045C,EMC1,760,Membrane_Secretory,Endoplasmic reticulum membrane
P25576,YCL047C,POF1,258,Nucleus,Cytoplasm; Nucleus
P25582,YCL054W,SPB1,841,Nucleus,"Nucleus, nucleolus"
P25583,YCL055W,KAR4,335,Nucleus,Nucleus; Cytoplasm
P25586,YCL059C,KRR1,316,Nucleus,"Nucleus, nucleolus"
P25587,YCL005W,LDB16,256,Membrane_Secretory,Membrane; Lipid droplet
P25588,YCL061C,MRC1,1096,Nucleus,Nucleus
P25591,YCL063W,VAC17,423,Membrane_Secretory,Vacuole membrane
P25604,YCL008C,STP22,385,Membrane_Secretory,Cytoplasm; Endosome; Late endosome membrane
P25605,YCL009C,ILV6,309,Mitochondria,Mitochondrion
P25613,YCR010C,ADY2,283,Membrane_Secretory,Cell membrane; Vacuole membrane
P25615,YCR014C,POL4,582,Nucleus,Nucleus
P25618,YCR017C,CWH43,953,Membrane_Secretory,Cell membrane; Endoplasmic reticulum membrane
P25623,YCR030C,SYP1,870,Cytoplasm,Bud neck
P25627,YCR047C,BUD23,275,Nucleus,Cytoplasm; Nucleus
P25632,YCR052W,RSC6,483,Nucleus,Nucleus
P25635,YCR057C,PWP2,923,Nucleus,"Nucleus, nucleolus"
P25637,YCR059C,YIH1,258,Nucleus,Cytoplasm; Nucleus
P25638,YCR060W,TAH1,111,Nucleus,Cytoplasm; Nucleus
P25641,YCR068W,ATG15,520,Other,"Endosome, multivesicular body membrane; Prevacuolar compartment membrane"
P25642,YCR071C,IMG2,146,Mitochondria,Mitochondrion
P25644,YCR077C,PAT1,796,Nucleus,"Cytoplasm; Nucleus; Cytoplasm, P-body; Chromosome, centromere, kinetochore; Cytoplasm, Stress granule"
P25646,YCR079W,PTC6,442,Mitochondria,Mitochondrion intermembrane space; Mitochondrion matrix
P25648,YCR081W,SRB8,1427,Nucleus,Nucleus
P25651,YCR086W,CSM1,190,Nucleus,"Nucleus, nucleolus; Chromosome, centromere"
P25653,YCR089W,FIG2,1609,Membrane_Secretory,"Secreted, cell wall; Membrane"
P25655,YCR093W,CDC39,2108,Nucleus,Cytoplasm; Nucleus
P25656,YCR094W,CDC50,391,Other,"Golgi apparatus, trans-Golgi network membrane; Late endosome membrane"
P25693,YDL127W,PCL2,308,Nucleus,Cytoplasm; Nucleus
P25694,YDL126C,CDC48,835,Nucleus,"Endoplasmic reticulum; Cytoplasm, cytosol; Nucleus"
P25719,YML078W,CPR3,182,Mitochondria,Mitochondrion matrix
P25808,YFL002C,SPB4,606,Nucleus,"Nucleus, nucleolus"
P25846,YHR120W,MSH1,959,Mitochondria,Mitochondrion
P25847,YOL090W,MSH2,964,Nucleus,Nucleus
P26188,YDL200C,MGT1,188,Nucleus,Nucleus
P26263,YGR087C,PDC6,563,Cytoplasm,Cytoplasm
P26309,YGL116W,CDC20,610,Nucleus,Nucleus
P26321,YPL131W,RPL5,297,Nucleus,Cytoplasm; Nucleus
P26364,YER170W,ADK2,225,Mitochondria,Mitochondrion matrix
P26370,YDL170W,UGA3,528,Nucleus,Nucleus
P26448,YMR055C,BUB2,306,Other,"Cytoplasm, cytoskeleton, spindle pole"
P26449,YOR026W,BUB3,341,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
P26754,YNL312W,RFA2,273,Nucleus,Nucleus
P26755,YJL173C,RFA3,122,Nucleus,Nucleus
P26783,YJR123W,RPS5,225,Cytoplasm,Cytoplasm
P26784,YIL133C,RPL16A,199,Cytoplasm,Cytoplasm
P26785,YNL069C,RPL16B,198,Cytoplasm,Cytoplasm
P26786,YOR096W,RPS7A,190,Nucleus,"Cytoplasm; Nucleus, nucleolus"
P26793,YKL113C,RAD27,382,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Mitochondrion"
P27344,YBR278W,DPB3,201,Nucleus,Nucleus
P27351,YJR005W,APL1,700,Membrane_Secretory,"Cell membrane; Membrane, coated pit"
P27472,YLR258W,GSY2,705,Cytoplasm,"Cytoplasm, cytosol"
P27476,YGR159C,NSR1,414,Nucleus,"Nucleus; Nucleus, nucleolus"
P27514,YNR013C,PHO91,894,Membrane_Secretory,Vacuole membrane
P27515,YNR012W,URK1,501,Nucleus,Cytoplasm; Nucleus
P27614,YJL172W,CPS1,576,Membrane_Secretory,Vacuole membrane
P27636,YAR019C,CDC15,974,Cytoplasm,"Cytoplasm, cytoskeleton, spindle pole; Bud neck"
P27654,YBR067C,TIP1,210,Membrane_Secretory,"Secreted, cell wall; Membrane"
P27680,YOL096C,COQ3,312,Mitochondria,Mitochondrion inner membrane
P27692,YML010W,SPT5,1063,Nucleus,Nucleus; Mitochondrion; Chromosome
P27697,YGL119W,COQ8,501,Mitochondria,Mitochondrion inner membrane
P27705,YGL035C,MIG1,504,Nucleus,Nucleus
P27796,YIL160C,POT1,417,Mitochondria,Peroxisome; Mitochondrion intermembrane space
P27801,YLR148W,PEP3,918,Membrane_Secretory,Vacuole membrane
P27809,YDR483W,KRE2,442,Membrane_Secretory,Golgi apparatus membrane
P27810,YOR099W,KTR1,393,Membrane_Secretory,Golgi apparatus membrane
P27825,YAL058W,CNE1,502,Membrane_Secretory,Endoplasmic reticulum membrane
P27882,YGR029W,ERV1,189,Mitochondria,Mitochondrion intermembrane space
P27895,YEL061C,CIN8,1000,Mitochondria,"Cytoplasm, cytoskeleton, spindle; Mitochondrion"
P27929,YNL137C,NAM9,486,Mitochondria,Mitochondrion
P27999,YGL070C,RPB9,122,Nucleus,"Nucleus, nucleolus"
P28000,YNL113W,RPC19,142,Nucleus,"Nucleus, nucleolus"
P28004,YAL032C,PRP45,379,Nucleus,Nucleus
P28005,YAL033W,POP5,173,Nucleus,Cytoplasm; Nucleus
P28007,YHR089C,GAR1,205,Nucleus,"Nucleus, nucleolus"
P28240,YER065C,ICL1,557,Membrane_Secretory,"Cytoplasm; Secreted, extracellular space, extracellular matrix; Vacuole"
P28241,YOR136W,IDH2,369,Mitochondria,Mitochondrion matrix
P28263,YEL012W,UBC8,218,Cytoplasm,Cytoplasm
P28272,YKL216W,URA1,314,Cytoplasm,Cytoplasm
P28273,YKL215C,OXP1,1286,Cytoplasm,Cytoplasm
P28319,YKL096W,CWP1,239,Membrane_Secretory,"Secreted, cell wall; Membrane"
P28320,YKL095W,YJU2,278,Nucleus,Nucleus
P28321,YKL094W,YJU3,313,Mitochondria,Lipid droplet; Cytoplasm; Endoplasmic reticulum; Mitochondrion outer membrane
P28495,YKL007W,CAP1,268,Cytoplasm,"Cytoplasm; Cytoplasm, cytoskeleton, actin patch; Cytoplasm, cytoskeleton"
P28496,YKL008C,LAC1,418,Membrane_Secretory,Endoplasmic reticulum membrane
P28519,YMR201C,RAD14,371,Nucleus,Nucleus
P28627,YMR150C,IMP1,190,Mitochondria,Mitochondrion inner membrane
P28708,YKL116C,PRR1,518,Cytoplasm,Cytoplasm
P28737,YGR028W,MSP1,362,Mitochondria,Mitochondrion outer membrane; Peroxisome membrane
P28742,YBL063W,KIP1,1111,Other,"Cytoplasm, cytoskeleton, spindle"
P28743,YPL155C,KIP2,706,Cytoplasm,"Cytoplasm, cytoskeleton"
P28791,YDR498C,SEC20,383,Membrane_Secretory,Endoplasmic reticulum membrane
P28795,YDR329C,PEX3,441,Membrane_Secretory,Peroxisome membrane
P28817,YDR036C,EHD3,500,Mitochondria,Mitochondrion
P28834,YNL037C,IDH1,360,Mitochondria,Mitochondrion
P29029,YLR286C,CTS1,562,Membrane_Secretory,"Secreted; Secreted, cell wall"
P29055,YPR086W,SUA7,345,Nucleus,Nucleus
P29056,YGR246C,BRF1,596,Nucleus,Nucleus
P29295,YPL204W,HRR25,494,Nucleus,"Cytoplasm; Nucleus, nucleolus; Nucleus, nucleoplasm"
P29340,YGR133W,PEX4,183,Membrane_Secretory,Peroxisome
P29366,YBR200W,BEM1,551,Cytoplasm,"Cytoplasm, cytoskeleton"
P29453,YLL045C,RPL8B,256,Cytoplasm,Cytoplasm
P29461,YOR208W,PTP2,750,Nucleus,Cytoplasm; Nucleus
