# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-p" "-a" "genes.gtf" "-o" "ns024.12.counts.txt" "./bam/A1.bam" "./bam/A2.bam" "./bam/B1.bam" "./bam/B2.bam" 
Geneid	Chr	Start	End	Strand	Length	./bam/A1.bam	./bam/A2.bam	./bam/B1.bam	./bam/B2.bam
YBR181C	II;II	591712;592769	592416;592774	-;-	711	23594	17571	30698	34067
YBR182C	II	593506	594864	-	1359	220	186	236	425
YBR182C-A	II	595361	595555	-	195	14	27	28	62
YBR183W	II	596115	597065	+	951	269	493	251	1005
YBR184W	II	597363	598934	+	1572	118	154	174	289
YBR185C	II	599123	599959	-	837	550	570	650	1308
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	237	234	285	401
YBR187W	II	602634	603476	+	843	3400	2386	4343	5073
YBR188C	II	603685	604107	-	423	319	278	362	555
YBR189W	II;II	604508;604928	604514;605508	+;+	588	39846	29033	51698	58375
YBR190W	II	605966	606277	+	312	3	2	8	4
YBR191W	II;II	606270;606669	606280;607140	+;+	483	17141	11908	26098	29112
YBR191W-A	II	607149	607223	+	75	23	14	36	57
YBR192W	II	607652	608785	+	1134	1210	844	1353	1908
YBR193C	II	609082	609753	-	672	493	495	678	1018
YBR194W	II	610038	610409	+	372	168	215	226	443
YBR195C	II	610614	611882	-	1269	589	492	675	982
YBR196C	II	612236	613900	-	1665	29897	24503	38741	48795
YBR196C-A	II	614024	614173	-	150	45	18	40	52
YBR196C-B	II	614526	614630	-	105	97	48	111	151
YBR197C	II	615203	615856	-	654	569	596	819	1133
YBR198C	II	616127	618523	-	2397	2073	1558	2518	3134
YBR199W	II	618909	620303	+	1395	2259	2571	2812	5370
YBR200W	II	620872	622527	+	1656	1167	1230	1517	2388
YBR200W-A	II	622983	623147	+	165	0	2	1	7
YBR201W	II	623576	624211	+	636	351	368	343	690
YBR201C-A	II	624493	624696	-	204	70	93	96	147
YBR202W	II	625772	628309	+	2538	2070	1499	2265	2940
YBR203W	II	629168	631942	+	2775	171	395	177	867
YBR204C	II	632254	633381	-	1128	491	707	634	1319
YBR205W	II	633622	634836	+	1215	1764	1482	2222	2839
YBR206W	II	634601	634924	+	324	58	30	53	54
YBR207W	II	635146	636543	+	1398	1151	1068	1413	2142
YBR208C	II	636703	642210	-	5508	3420	1543	4805	3656
YBR209W	II	642583	642900	+	318	18	15	23	62
tC(GCA)B	II	643007	643078	-	72	1	0	2	4
tE(UUC)B	II	645167	645238	+	72	0	2	2	5
YBR210W	II	645550	645978	+	429	414	387	463	791
YBR211C	II	646158	647132	-	975	345	301	436	533
YBR212W	II	647886	649904	+	2019	1533	1554	1874	3278
YBR213W	II	650368	651192	+	825	106	97	169	175
YBR214W	II	651415	652998	+	1584	577	1157	678	2095
YBR215W	II;II	653356;653453	653368;655317	+;+	1878	1037	1082	1270	1855
YBR216C	II	655576	657600	-	2025	835	950	1127	1775
YBR217W	II	657832	658392	+	561	268	233	266	451
YBR218C	II	658707	662249	-	3543	10900	8231	13414	15916
YBR219C	II;II	662499;663003	662581;663303	-;-	384	0	1	1	10
YBR220C	II	662995	664677	-	1683	1142	901	1346	1737
YBR221C	II	665153	666253	-	1101	7743	7538	9661	15123
YBR221W-A	II	666538	666642	+	105	0	1	0	1
YBR222C	II	666720	668351	-	1632	1739	1683	2216	4062
YBR223C	II	668663	670297	-	1635	225	207	238	406
YBR223W-A	II	668721	668840	+	120	0	0	0	0
YBR224W	II	670125	670640	+	516	0	1	1	1
YBR225W	II	670627	673329	+	2703	444	478	531	970
YBR226C	II	673155	673565	-	411	19	39	34	40
YBR227C	II	673572	675134	-	1563	1355	1178	1529	2117
YBR228W	II	675313	676227	+	915	403	351	456	717
YBR229C	II	676357	679221	-	2865	1370	1760	1815	3480
YBR230C	II;II	679549;680040	679942;680050	-;-	405	528	885	656	2002
YBR230W-A	II	680362	680562	+	201	317	407	312	797
LSR1	II	680688	681862	-	1175	285	141	342	144
YBR231C	II	682179	683090	-	912	558	709	768	1301
YBR232C	II	683373	683732	-	360	0	1	1	0
YBR233W	II	683428	684669	+	1242	652	629	774	1191
YBR233W-A	II	684977	685261	+	285	286	230	395	476
YBR234C	II	685438	686592	-	1155	2669	3219	3497	7003
YBR235W	II	686901	690263	+	3363	952	943	1216	1935
YBR236C	II	690383	691693	-	1311	1342	1413	1654	2595
YBR237W	II	691969	694518	+	2550	829	851	1082	1694
YBR238C	II	695107	697302	-	2196	1420	615	1446	1187
YBR239C	II	698354	699943	-	1590	581	492	704	926
YBR240C	II	700490	701842	-	1353	571	510	689	1111
YBR241C	II	702589	704055	-	1467	235	359	256	745
YBR242W	II	704670	705386	+	717	1563	1248	1973	2640
YBR243C	II	705447	706793	-	1347	963	1076	1333	2061
YBR244W	II	707528	708016	+	489	196	326	272	640
YBR245C	II	708150	711539	-	3390	2752	2149	3396	4079
YBR246W	II	711591	712754	+	1164	1068	853	1329	1873
YBR247C	II	713004	714455	-	1452	2905	1815	3782	3846
YBR248C	II	714807	716465	-	1659	5156	3362	5579	6910
YBR249C	II	716882	717994	-	1113	16963	10254	21364	21214
YBR250W	II	719033	720604	+	1572	164	162	164	283
YBR251W	II	721390	722313	+	924	822	865	882	1621
YBR252W	II	722611	723054	+	444	1522	1177	2006	2591
YBR253W	II	723270	723635	+	366	314	301	399	610
YBR254C	II	723736	724263	-	528	618	526	688	1063
YBR255W	II	724456	726540	+	2085	750	630	806	1264
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	207	188	261	399
YBR256C	II	727386	728102	-	717	1590	1681	1724	3217
YBR257W	II	728885	729724	+	840	594	425	592	890
YBR258C	II	729734	730162	-	429	140	117	144	276
YBR259W	II	730387	732453	+	2067	388	427	452	816
YBR260C	II	732639	734639	-	2001	947	852	1093	1769
YBR261C	II	734832	735530	-	699	1330	1097	1722	2386
YBR262C	II	735720	736040	-	321	498	427	578	995
YBR263W	II	736264	737736	+	1473	5781	4253	7347	8761
YBR264C	II	737770	738369	-	600	560	469	561	984
YBR265W	II	738582	739544	+	963	1644	1133	1852	2440
YBR267W	II	739841	741022	+	1182	1947	1152	2355	2271
YBR266C	II	739936	740388	-	453	0	0	0	0
YBR268W	II	741299	741616	+	318	574	450	604	1145
YBR269C	II	742160	742576	-	417	436	582	434	1434
YBR270C	II	742761	744398	-	1638	259	230	299	545
YBR271W	II	744852	746111	+	1260	1136	721	1365	1517
YBR272C	II	746361	747803	-	1443	683	861	958	1544
YBR273C	II	748061	749371	-	1311	1295	1408	1464	2678
YBR274W	II	749594	751177	+	1584	592	634	711	1285
YBR275C	II	751356	757106	-	5751	1797	1516	2294	3087
YBR276C	II	757620	760043	-	2424	2256	1972	2659	3915
YBR277C	II	760215	760616	-	402	0	4	0	5
YBR278W	II	760294	760899	+	606	263	252	269	504
YBR279W	II	761257	762594	+	1338	2312	1805	2508	3364
YBR280C	II	762784	764697	-	1914	382	470	443	863
YBR281C	II	764970	767606	-	2637	1655	1406	1969	2959
YBR282W	II	768240	768680	+	441	746	648	817	1332
YBR283C	II	768943	770415	-	1473	5694	4705	7325	9025
YBR284W	II	771239	773632	+	2394	97	232	145	437
YBR285W	II	773922	774356	+	435	22	56	25	99
YBR286W	II	774700	776313	+	1614	14409	13438	19393	30204
YBR287W	II	776571	777854	+	1284	1219	965	1551	2127
YBR288C	II	778012	779463	-	1452	1295	1129	1590	2163
YBR289W	II	779667	782384	+	2718	926	908	1139	1812
YBR290W	II	782591	783556	+	966	890	922	999	1785
YBR291C	II	783673	784572	-	900	2294	1368	2495	2778
YBR292C	II	784702	785073	-	372	51	40	88	101
YBR293W	II	787006	788430	+	1425	550	441	762	911
YBR294W	II	789235	791814	+	2580	375	414	502	878
YBR295W	II	792849	796499	+	3651	535	536	698	1101
YBR296C	II	796798	798522	-	1725	154	125	282	260
YBR296C-A	II	800123	800242	-	120	6	6	3	7
YBR297W	II	800523	801929	+	1407	437	390	439	785
YBR298C	II	802631	804475	-	1845	229	315	298	691
YBR298C-A	II	805035	805256	-	222	3	1	0	3
YBR299W	II	805351	807105	+	1755	59	74	99	168
YBR300C	II	808600	809097	-	498	18	10	17	11
YBR301W	II	809057	809419	+	363	11	13	24	37
YBR302C	II	810340	811479	-	1140	89	128	102	277
YCL076W	III	1392	2135	+	744	0	0	0	5
YCL075W	III	2126	2566	+	441	2	13	0	9
YCL074W	III	2824	3750	+	927	6	26	13	51
YCL073C	III	6479	8326	-	1848	1	3	0	8
YCL069W	III	9706	11082	+	1377	3	5	5	7
YCL068C	III	11503	12285	-	783	1	0	0	1
YCL067C	III	12386	13018	-	633	0	0	0	0
YCL066W	III	13282	13809	+	528	0	0	0	0
YCL065W	III	13751	14119	+	369	0	0	0	0
YCL064C	III	15798	16880	-	1083	1818	2444	1968	4817
YCL063W	III	17290	18561	+	1272	1003	891	1158	1696
YCL061C	III	18816	22106	-	3291	1160	1024	1316	1886
YCL059C	III	22429	23379	-	951	2775	2083	3835	3819
YCL058C	III	23523	23981	-	459	2	1	1	9
YCL058W-A	III	23584	23925	+	342	0	0	0	0
YCL057C-A	III	24032	24325	-	294	998	1232	1222	2648
YCL057W	III	24768	26906	+	2139	2736	3741	3231	7108
YCL056C	III	26925	27359	-	435	421	330	438	533
YCL055W	III	27929	28936	+	1008	738	848	888	1611
YCL054W	III	31449	33974	+	2526	5611	3453	6927	6931
YCL052C	III	34143	35393	-	1251	1253	1325	1363	2699
YCL051W	III	35865	37616	+	1752	924	803	1091	1628
YCL050C	III	37836	38801	-	966	4872	4375	5842	8816
YCL049C	III	39786	40724	-	939	524	1006	527	2221
YCL048W-A	III	41488	41727	+	240	8	28	6	38
YCL048W	III	42165	43556	+	1392	30	39	35	52
YCL047C	III	43661	44437	-	777	397	442	513	853
YCL045C	III	44623	46905	-	2283	3058	3095	3938	5863
YCL046W	III	46640	46963	+	324	0	3	1	5
YCL044C	III	47111	48364	-	1254	810	896	1023	1830
YCL043C	III	48653	50221	-	1569	13916	15493	18022	31021
YCL041C	III	50133	50627	-	495	13	6	10	13
YCL042W	III	50584	50943	+	360	16	20	7	30
YCL040W	III	50838	52340	+	1503	1240	4666	1252	9500
YCL039W	III	52645	54882	+	2238	814	828	1020	1834
YCL038C	III	54941	56527	-	1587	342	644	440	1054
YCL037C	III	57374	58678	-	1305	1582	929	1869	1723
YCL036W	III	59026	60726	+	1701	1959	1031	2210	2239
YCL035C	III	60841	61173	-	333	939	1529	1090	3087
YCL034W	III	61658	62722	+	1065	1517	1712	1921	3619
YCL033C	III	62776	63282	-	507	369	562	502	1284
YCL032W	III	63441	64481	+	1041	692	805	951	1596
YCL031C	III	64675	65568	-	894	2552	1733	2847	3333
YCL030C	III	65934	68333	-	2400	16607	13523	19956	26462
YCL029C	III	68599	69921	-	1323	934	699	1074	1394
YCL028W	III	70150	71367	+	1218	2842	2277	3396	4887
YCL027W	III	71803	73341	+	1539	202	355	284	756
YCL026C-B	III	73405	73986	-	582	149	174	145	355
YCL026C-A	III	74704	75285	-	582	30	40	50	94
YCL025C	III	76018	77919	-	1902	2509	2290	2867	4883
YCL023C	III	78949	79296	-	348	0	1	0	6
YCL024W	III	79162	82275	+	3114	886	835	1104	1516
YCL022C	III	81570	82085	-	516	0	0	0	0
tE(UUC)C	III	82462	82533	-	72	2	3	7	6
YCL021W-A	III	83620	83997	+	378	50	40	74	101
YCL019W	III;III	85102;86393	86391;90415	+;+	5313	918	1428	1365	2862
YCL020W	III	85102	86418	+	1317	0	0	0	0
tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	11	11	6	6
YCL018W	III	91324	92418	+	1095	5816	5966	6954	11962
YCL017C	III	92777	94270	-	1494	2056	1921	2538	3980
YCL016C	III	94621	95763	-	1143	396	447	559	850
YCL014W	III	96281	101191	+	4911	1381	1434	1815	2827
YCL012C	III;III	101317;101701	101633;101788	-;-	405	202	230	287	508
YCL011C	III	102075	103358	-	1284	4599	3563	5627	7338
YCL010C	III	103571	104350	-	780	849	668	1051	1353
YCL009C	III	104619	105548	-	930	9112	6008	10090	12316
YCL008C	III	105696	106853	-	1158	1203	972	1221	1903
YCL007C	III	106974	107366	-	393	1	4	2	1
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	89	86	91	136
snR43	III	107504	107712	-	209	35	35	54	109
YCL005W	III	108021	108791	+	771	658	582	637	1113
YCL004W	III	109105	110670	+	1566	345	402	420	708
YCL002C	III;III	110808;111634	111557;111675	-;-	792	668	515	824	939
YCL001W	III	111916	112482	+	567	1170	977	1391	2025
YCL001W-A	III	113080	113541	+	462	15	15	25	37
YCL001W-B	III	113770	114024	+	255	35	25	41	60
YCR001W	III	115685	115999	+	315	65	36	70	85
YCR002C	III	117380	118348	-	969	1943	1895	2196	3776
YCR003W	III	118620	119171	+	552	675	565	735	1154
YCR004C	III	119575	120318	-	744	3703	4694	3984	8937
YCR005C	III	120946	122328	-	1383	1154	988	1338	1982
YCR006C	III	122530	123003	-	474	88	67	121	127
tP(AGG)C	III	123577	123648	-	72	2	6	2	7
YCR007C	III	126011	126730	-	720	131	184	142	282
tN(GUU)C	III	127716	127789	+	74	1	1	0	0
YCR008W	III	128470	130281	+	1812	2391	1848	2975	3393
YCR009C	III	130745	131542	-	798	2095	2016	2359	3958
YCR010C	III	132273	133124	-	852	59	75	50	166
YCR011C	III	133724	136873	-	3150	2067	2445	2498	4452
YCR012W	III	137746	138996	+	1251	52344	51524	72373	103915
YCR013C	III	138402	139049	-	648	1477	1270	1651	2268
YCR014C	III	139185	140933	-	1749	608	491	597	923
YCR015C	III	141217	142170	-	954	220	223	314	392
snR33	III	142364	142546	-	183	168	104	152	277
tG(GCC)C	III	142701	142771	-	71	0	0	0	0
YCR016W	III	143634	144506	+	873	2115	1262	2292	2285
YCR017C	III	144773	147634	-	2862	3653	3086	4212	6151
YCR018C	III	148238	148903	-	666	831	773	929	1456
tM(CAU)C	III	149920	149991	+	72	0	0	0	0
tK(CUU)C	III	151284	151356	-	73	0	0	0	0
YCR018C-A	III	151608	151862	-	255	17	16	18	64
YCR019W	III	152837	153928	+	1092	443	424	510	823
YCR020C	III	154012	154659	-	648	612	777	899	1575
YCR020C-A	III	154830	155096	-	267	190	177	346	460
YCR020W-B	III	155320	155556	+	237	474	393	585	815
YCR021C	III	156109	157107	-	999	118	186	162	360
YCR022C	III	157421	157765	-	345	48	46	49	93
YCR023C	III	158538	160373	-	1836	1230	1299	1642	2639
YCR024C	III	160744	162222	-	1479	506	569	578	1103
YCR024C-B	III	162599	162865	-	267	5753	4690	6978	7930
YCR024C-A	III	162945	163067	-	123	5005	4009	6600	7668
YCR025C	III	163446	163856	-	411	72	69	69	144
YCR026C	III	164111	166339	-	2229	1251	1198	1536	2472
YCR027C	III	167370	167999	-	630	518	350	575	705
tQ(UUG)C	III	168301	168372	-	72	0	0	0	0
YCR028C	III	170886	172424	-	1539	950	802	1268	1454
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	2037	1566	2439	3367
YCR030C	III	173826	176438	-	2613	1493	1879	1812	3757
snR65	III	177183	177282	+	100	14	17	25	37
YCR031C	III;III	177500;178214	177906;178220	-;-	414	30262	20736	40753	46279
snR189	III	178610	178798	-	189	18	16	9	18
YCR032W	III	179520	186023	+	6504	855	839	1108	1547
YCR033W	III	186489	190169	+	3681	2227	1752	2601	3451
YCR034W	III	190592	191635	+	1044	3847	3041	5142	6160
YCR035C	III	191834	193018	-	1185	1749	1228	2132	2443
YCR036W	III	193297	194298	+	1002	843	1266	1013	2580
YCR037C	III	194414	197185	-	2772	1838	1262	2188	2462
YCR038C	III	197621	199549	-	1929	242	224	250	380
YCR038W-A	III	199293	199418	+	126	0	0	0	0
YCR039C	III	199546	200178	-	633	0	0	1	0
YCR040W	III	200442	200969	+	528	0	0	0	0
YCR041W	III	200911	201243	+	333	0	0	0	0
YCR042C	III	201174	205397	-	4224	1657	1678	2018	2956
YCR043C	III	206261	206644	-	384	993	793	1293	1617
YCR044C	III	206877	207950	-	1074	911	817	1213	1565
YCR045C	III	208135	209610	-	1476	373	283	465	554
YCR045W-A	III	208751	209101	+	351	0	0	0	0
YCR046C	III	209914	210423	-	510	1102	906	1304	2143
YCR047C	III	210718	211545	-	828	1867	1198	2091	2159
YCR047W-A	III	211301	211507	+	207	0	0	0	0
YCR049C	III	211871	212317	-	447	6	2	1	1
YCR048W	III	211929	213761	+	1833	833	661	954	1151
YCR050C	III	213464	213772	-	309	4	1	1	7
YCR051W	III	214071	214739	+	669	2930	1958	3673	4486
YCR052W	III	214994	216445	+	1452	2138	1893	2473	4026
YCR053W	III	216697	218241	+	1545	12210	9065	14557	18096
YCR054C	III	218376	220067	-	1692	547	489	686	917
YCR057C	III	220457	223228	-	2772	4269	2497	5434	5328
YCR059C	III	223454	224230	-	777	1193	1073	1448	2303
YCR060W	III	224399	224734	+	336	520	477	698	1254
YCR061W	III	225563	227458	+	1896	518	664	644	1377
tS(CGA)C	III;III	227942;227998	227978;228042	+;+	82	0	0	2	0
YCR064C	III	228095	228505	-	411	2	3	3	9
YCR063W	III	228318	228791	+	474	115	96	191	202
YCR065W	III	229310	231004	+	1695	2084	1653	2417	3016
YCR066W	III	231500	232963	+	1464	367	363	451	634
YCR067C	III	233125	236322	-	3198	1730	1914	2107	3856
YCR068W	III	237214	238776	+	1563	375	513	567	1039
YCR069W	III	239055	240011	+	957	1682	1573	1929	3427
YCR071C	III	240103	240543	-	441	515	423	596	862
YCR072C	III	240805	242352	-	1548	1627	1051	1997	2096
YCR073C	III	242588	246583	-	3996	828	781	1003	1534
YCR073W-A	III	246963	247910	+	948	995	1029	1153	1981
YCR075C	III	248033	248815	-	783	236	239	252	614
YCR075W-A	III	248975	249202	+	228	154	103	171	362
YCR076C	III	249293	250045	-	753	407	525	460	1078
YCR077C	III	250238	252628	-	2391	3113	2202	3626	4257
YCR079W	III	252845	254173	+	1329	461	526	553	1099
YCR081W	III	254371	258654	+	4284	535	465	658	1055
YCR081C-A	III	258415	258651	-	237	0	0	0	0
YCR082W	III	258883	259269	+	387	939	854	1203	2069
YCR083W	III	259578	259961	+	384	258	239	330	674
YCR084C	III	260311	262452	-	2142	5552	4430	6655	8546
YCR085W	III	262916	263269	+	354	11	8	17	35
YCR086W	III	263392	263964	+	573	307	342	341	722
YCR087W	III	263976	264491	+	516	5	2	5	3
YCR087C-A	III	264006	264467	-	462	0	0	0	0
YCR088W	III	265068	266846	+	1779	3395	3489	3554	6692
YCR089W	III	267434	272263	+	4830	708	796	925	1667
YCR090C	III	272315	272863	-	549	760	619	912	1386
YCR091W	III	274404	276566	+	2163	198	246	255	474
YCR092C	III	276764	279820	-	3057	914	875	1213	1539
YCR093W	III	280117	286443	+	6327	3532	3203	4667	5993
YCR094W	III	286762	287937	+	1176	966	1013	1180	1851
YCR095C	III	288170	289258	-	1089	599	599	587	1056
YCR095W-A	III	289639	289797	+	159	77	49	48	105
YCR096C	III	293179	293538	-	360	17	16	31	19
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	354	355	479	753
YCR097W-A	III	294439	294705	+	267	0	4	3	12
tT(AGU)C	III	295484	295556	+	73	3	3	1	8
YCR098C	III	297049	298605	-	1557	88	113	102	204
YCR099C	III	300832	301299	-	468	120	191	131	266
YCR100C	III	301271	302221	-	951	116	140	142	299
YCR101C	III	302482	303030	-	549	51	49	66	123
YCR102C	III	304361	305467	-	1107	40	64	44	118
YCR102W-A	III	306735	306932	+	198	2	16	3	31
YCR104W	III	307801	308175	+	375	6	13	5	28
YCR105W	III	309070	310155	+	1086	122	260	233	399
YCR106W	III	310958	313456	+	2499	426	427	631	814
YCR107W	III	313890	314981	+	1092	617	427	686	830
YCR108C	III	315997	316188	-	192	0	1	0	1
YDL248W	IV	1802	2953	+	1152	511	727	667	1451
YDL247W-A	IV	3762	3836	+	75	2	0	0	0
YDL247W	IV	5985	7814	+	1830	6	8	12	22
YDL246C	IV	8683	9756	-	1074	0	1	0	7
YDL245C	IV	11657	13360	-	1704	50	122	74	206
YDL244W	IV	16204	17226	+	1023	44	81	56	142
YDL243C	IV	17577	18566	-	990	313	266	351	570
YDL242W	IV	18959	19312	+	354	57	39	82	95
YDL241W	IV	20635	21006	+	372	677	416	833	917
YDL240C-A	IV	22471	22608	-	138	1	5	4	7
YDL240W	IV	22823	25876	+	3054	993	745	1312	1540
YDL239C	IV	26403	28775	-	2373	298	361	353	559
YDL238C	IV	28985	30454	-	1470	100	151	92	286
YDL237W	IV	30657	31829	+	1173	847	1037	1059	1963
YDL236W	IV	32296	33234	+	939	2368	2229	3103	4350
YDL235C	IV	33415	33918	-	504	1048	972	1278	2054
YDL234C	IV	34237	36477	-	2241	705	1033	778	1975
YDL233W	IV	36797	38173	+	1377	395	464	392	877
YDL232W	IV	38487	38597	+	111	545	558	700	1220
YDL231C	IV	38867	42244	-	3378	1629	1018	1911	2209
YDL230W	IV	42700	43707	+	1008	488	624	587	1332
YDL229W	IV	44065	45906	+	1842	37330	23291	51548	45846
YDL228C	IV	45277	45918	-	642	0	0	5	2
YDL227C	IV	46271	48031	-	1761	3438	1685	4198	3394
YDL226C	IV	51115	52173	-	1059	2450	2161	2941	4244
YDL225W	IV	52445	54100	+	1656	1891	1671	2113	3071
YDL224C	IV	54397	56346	-	1950	1424	1432	1954	2742
YDL223C	IV	57265	60405	-	3141	605	797	730	1490
YDL222C	IV	60872	61801	-	930	90	101	114	234
YDL221W	IV	62011	62562	+	552	121	96	142	184
YDL220C	IV	62244	65018	-	2775	318	327	440	603
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	713	588	808	1200
YDL218W	IV	66493	67446	+	954	148	214	177	313
YDL217C	IV	67983	68606	-	624	925	709	1122	1494
YDL216C	IV	68997	70319	-	1323	314	297	309	558
YDL215C	IV	70640	73918	-	3279	1270	1453	1703	2663
YDL214C	IV	74446	76545	-	2100	101	200	156	370
YDL213C	IV	77289	77966	-	678	3442	2138	3514	3859
YDL212W	IV	78426	79058	+	633	2377	1987	3194	3999
YDL211C	IV	79294	80412	-	1119	396	302	473	552
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0
YDL210W	IV	84270	85985	+	1716	53	107	80	175
YDL209C	IV	86207	87226	-	1020	779	613	836	1068
YDL208W	IV	87512	87982	+	471	6524	3995	7858	7961
YDL207W	IV	88248	89864	+	1617	1692	1238	1869	2368
YDL206W	IV	90176	92464	+	2289	372	437	401	875
YDL205C	IV	92762	93745	-	984	2508	1554	2929	3076
YDL204W	IV	94605	95786	+	1182	328	583	330	924
YDL203C	IV	96082	97953	-	1872	939	718	1123	1458
YDL202W	IV	98475	99224	+	750	1344	1310	1407	2279
YDL201W	IV	99561	100421	+	861	2098	1341	2660	2717
YDL200C	IV	100501	101067	-	567	186	286	259	547
YDL199C	IV	101290	103353	-	2064	179	222	206	437
YDL198C	IV	103649	104551	-	903	3746	2659	4688	5379
YDL197C	IV	104917	106494	-	1578	798	774	902	1575
YDL196W	IV	106741	107070	+	330	26	27	31	54
YDL195W	IV	107208	111029	+	3822	5730	5143	7605	10286
YDL194W	IV	111580	114234	+	2655	291	378	345	769
YDL193W	IV	114672	115799	+	1128	756	721	910	1444
YDL192W	IV	116321	116866	+	546	8403	6665	11603	13643
YDL191W	IV;IV	117664;118158	117666;118517	+;+	363	8560	5337	10780	12306
YDL190C	IV	118707	121592	-	2886	1461	1793	1979	3281
YDL189W	IV	122216	123589	+	1374	1324	948	1440	1887
YDL188C	IV	123865	124998	-	1134	1797	1794	2110	3385
YDL187C	IV	125509	125838	-	330	2	0	0	0
YDL186W	IV	125616	126449	+	834	111	85	116	220
YDL185C-A	IV	126608	126835	-	228	0	0	1	2
YDL185W	IV	126787	130002	+	3216	11780	10738	14842	20227
YDL184C	IV	130407	130484	-	78	19478	14100	24180	28703
YDL183C	IV	130871	131833	-	963	309	325	342	564
YDL182W	IV	133437	134723	+	1287	8899	9747	11097	18057
YDL181W	IV	135179	135436	+	258	589	734	639	1588
YDL180W	IV	135896	137539	+	1644	742	646	829	1327
YDL179W	IV	138291	139205	+	915	945	672	1112	1361
YDL178W	IV	139522	141114	+	1593	2729	2403	3229	4599
YDL177C	IV	141209	141721	-	513	202	181	232	365
YDL176W	IV	142097	144223	+	2127	597	567	802	1084
YDL175C	IV	144484	145518	-	1035	598	537	682	1184
YDL174C	IV	145826	147589	-	1764	2180	2274	2505	4766
YDL173W	IV	148191	149078	+	888	659	734	812	1649
YDL172C	IV	148607	149086	-	480	0	0	0	0
YDL171C	IV	149203	155640	-	6438	8213	5156	9961	11183
YDL170W	IV	156318	157904	+	1587	1033	962	1131	1933
YDL169C	IV	158064	158735	-	672	32	108	26	217
YDL168W	IV	159604	160764	+	1161	2098	2331	2742	4372
YDL167C	IV	160995	163154	-	2160	2651	1691	3169	3398
YDL166C	IV	163449	164042	-	594	1058	843	1359	1771
YDL165W	IV	164290	164865	+	576	683	714	970	1468
YDL164C	IV	164987	167254	-	2268	1587	1192	1670	2375
YDL163W	IV	166956	167258	+	303	1	0	0	0
YDL162C	IV	167359	167715	-	357	5	3	7	14
YDL161W	IV	167714	169078	+	1365	2044	1981	2257	3568
YDL160C-A	IV	169366	169608	-	243	224	168	244	436
YDL160C	IV	170410	171930	-	1521	1341	1165	1656	2144
YDL159W-A	IV	172182	172313	+	132	6	9	9	17
YDL159W	IV	172481	174028	+	1548	534	459	552	821
YDL159C-B	IV	173056	173232	-	177	0	0	0	0
YDL158C	IV	173866	174174	-	309	77	62	92	140
YDL157C	IV	174232	174588	-	357	1087	961	1276	1988
YDL156W	IV	174918	176486	+	1569	326	349	471	641
YDL155W	IV	176773	178056	+	1284	1473	1214	1864	2233
YDL154W	IV	178334	181039	+	2706	345	268	398	538
YDL153C	IV	181186	183018	-	1833	4848	2855	5453	5036
YDL152W	IV	182822	183187	+	366	0	0	0	0
YDL151C	IV	183318	183899	-	582	0	0	1	1
YDL150W	IV	183343	184611	+	1269	1742	1056	1814	1904
YDL149W	IV	184925	187918	+	2994	374	412	418	774
YDL148C	IV	188154	190586	-	2433	3905	2722	4925	5206
YDL147W	IV	190924	192261	+	1338	4768	4827	5248	9150
YDL146W	IV	192750	194225	+	1476	418	469	470	918
YDL145C	IV	194571	198176	-	3606	7586	6517	10133	13315
YDL144C	IV	198662	199732	-	1071	1110	1206	1294	2376
YDL143W	IV	199996	201582	+	1587	7134	6278	9344	12000
YDL142C	IV	201719	202570	-	852	316	386	334	740
YDL141W	IV	203039	205111	+	2073	1035	972	1372	1998
YDL140C	IV	205360	210561	-	5202	7157	6040	9112	11283
YDL139C	IV	211375	212046	-	672	247	255	270	486
YDL138W	IV	213351	215642	+	2292	661	543	781	1227
YDL137W	IV	216529	217074	+	546	3549	4342	4503	8601
YDL136W	IV;IV	217600;218008	217602;218367	+;+	363	9207	5526	12334	12778
