gene_id,D_1_count,D_2_count,D_3_count,G_1_count,G_2_count,G_3_count,D_1_fpkm,D_2_fpkm,D_3_fpkm,G_1_fpkm,G_2_fpkm,G_3_fpkm,DvsG_D,DvsG_G,DvsG_log2FoldChange,DvsG_pvalue,DvsG_padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,Family
YDR497C,45344,49400,49296,29660,22309,22906,2010.42489,2002.73418,2180.126696,774.1730748,668.5099208,559.1699419,60829.10676,19599.14945,1.63398814,1.44E-39,8.73E-39,ITR1,IV,1443713,1445467,-,1755,protein_coding,- && sp|P30605|ITR1_YEAST Myo-inositol transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ITR1 PE=1 SV=2 && PF00083:Sugar (and other) transporter,-
YGL076C,41501,42239,41287,17219,15851,16405,4393.558031,4088.836742,4359.866196,1073.160363,1134.159672,956.2260659,52825.93331,12974.31481,2.025649633,9.46E-83,1.46E-81,RPL7A,VII,364335,365996,-,735,protein_coding,- && sp|P05737|RL7A_YEAST 60S ribosomal protein L7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL7A PE=1 SV=3 && PF00327:Ribosomal protein L30p/L7e|PF08079:Ribosomal L30 N-terminal domain,-
YLR325C,48734,62285,44612,13910,12513,13014,16000.32697,18698.57905,14610.01024,2688.579116,2776.62975,2352.524412,65390.59213,10338.06563,2.66118874,1.26E-109,2.96E-108,RPL38,XII,781143,781379,-,237,protein_coding,- && sp|P49167|RL38_YEAST 60S ribosomal protein L38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL38 PE=1 SV=1 && -,-
YCR012W,37786,45942,48851,10271,9800,11139,2350.275401,2612.919738,3030.842172,376.0966425,411.9776348,381.4701645,55967.30418,8163.455159,2.777383806,6.90E-127,2.26E-125,PGK1,III,137746,138996,+,1251,protein_coding,- && sp|P00560|PGK_YEAST Phosphoglycerate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGK1 PE=1 SV=2 && PF00162:Phosphoglycerate kinase,-
YKL182W,16181,18333,17660,63101,49097,59700,204.5275855,211.8889989,222.6584907,469.5498083,419.4316693,415.4773973,22016.76483,44793.09236,-1.024677777,1.78E-24,6.96E-24,FAS1,XI,100671,106826,+,6156,protein_coding,- && sp|P07149|FAS1_YEAST Fatty acid synthase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS1 PE=1 SV=2 && PF08354:Domain of unknown function (DUF1729)|PF00698:Acyl transferase domain|PF17828:N-terminal domain in fa,-
YBR196C,38367,38256,37057,18061,16832,19608,1793.034925,1634.778068,1727.440878,496.902969,531.6506616,504.5343538,48037.88533,14241.65523,1.754078793,4.14E-73,5.28E-72,PGI1,II,612236,613900,-,1665,protein_coding,- && sp|P12709|G6PI_YEAST Glucose-6-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGI1 PE=1 SV=3 && PF00342:Phosphoglucose isomerase,-
YMR142C,47490,40419,34404,13850,13973,12578,6158.799471,4793.00405,4450.459584,1057.407922,1224.738253,898.1151499,51720.08851,10649.71448,2.279987548,4.95E-57,4.51E-56,RPL13B,XIII,550206,551207,-,600,protein_coding,- && sp|P40212|RL13B_YEAST 60S ribosomal protein L13-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL13B PE=1 SV=1 && PF01294:Ribosomal protein L13e,-
YBL027W,44968,41144,35485,14253,13986,13890,6138.663976,5135.764931,4831.890978,1145.448232,1290.397587,1043.996571,51379.05622,11068.89809,2.214740204,1.31E-71,1.62E-70,RPL19B,II,168423,169376,+,570,protein_coding,- && sp|P0CX82|RL19A_YEAST 60S ribosomal protein L19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL19A PE=1 SV=1 && PF01280:Ribosomal protein L19e,-
YDL081C,51877,53803,41226,13109,12173,12921,12575.20187,11925.45455,9968.121878,1870.719046,1994.332027,1724.498323,61917.32781,10011.48404,2.628753955,2.00E-112,4.96E-111,RPP1A,IV,309802,310122,-,321,protein_coding,- && sp|P05318|RLA1_YEAST 60S acidic ribosomal protein P1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP1A PE=1 SV=4 && PF00428:60s Acidic ribosomal protein,-
YML026C,55928,64083,46123,8677,7817,7843,9868.152316,10338.98076,8117.571656,901.311775,932.1942,761.9304109,69897.55404,6386.663877,3.452223619,1.28E-171,7.34E-170,RPS18B,XIII,222987,223828,-,441,protein_coding,- && sp|P0CX55|RS18A_YEAST 40S ribosomal protein S18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS18A PE=1 SV=1 && PF00416:Ribosomal protein S13/S18,-
YMR143W,47379,54615,41417,11612,10378,10579,8533.894859,8995.010466,7441.184351,1231.309747,1263.382316,1049.137843,60362.67371,8542.236669,2.821063411,2.23E-130,7.75E-129,RPS16A,XIII,551928,552903,+,432,protein_coding,- && sp|P0CX51|RS16A_YEAST 40S ribosomal protein S16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS16A PE=1 SV=1 && PF00380:Ribosomal protein S9/S16,-
YOL120C,47376,41478,33993,13034,12227,12347,6571.139294,5260.516993,4702.987299,1064.287331,1146.204014,942.9100599,51912.55456,9871.518049,2.39479948,2.22E-72,2.80E-71,RPL18A,XV,93395,94402,-,561,protein_coding,- && sp|P0CX49|RL18A_YEAST 60S ribosomal protein L18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL18A PE=1 SV=1 && PF17135:Ribosomal protein 60S L18 and 50S L18e,-
YNR016C,15239,18126,17788,63927,49256,64500,176.9282534,192.4292264,206.0012569,436.9421462,386.5089822,412.3129482,21579.59673,46194.3738,-1.09805713,4.90E-26,2.03E-25,ACC1,XIV,654673,661374,-,6702,protein_coding,"- && sp|Q00955|ACAC_YEAST Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2 && PF02785:Biotin carboxylase C-terminal domain|PF02786:Carbamoyl-phosphate synthase L chain, ATP binding domain|PF01039:",-
YBR067C,12429,14210,14030,70560,63921,78040,1527.839109,1597.216727,1720.287897,5106.212671,5310.61386,5281.839901,17164.61684,55438.74421,-1.691459463,1.55E-67,1.77E-66,TIP1,II,372103,372735,-,633,protein_coding,- && sp|P27654|TIP1_YEAST Temperature shock-inducible protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIP1 PE=1 SV=1 && PF00660:Seripauperin and TIP1 family,-
YDR450W,49181,52804,38236,10044,9512,9533,8677.685579,8519.256901,6729.472711,1043.307073,1134.326625,926.1102394,59045.21475,7637.898555,2.950674917,1.06E-121,3.13E-120,RPS18A,IV,1359923,1360798,+,441,protein_coding,- && sp|P0CX55|RS18A_YEAST 40S ribosomal protein S18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS18A PE=1 SV=1 && PF00416:Ribosomal protein S13/S18,-
YBL072C,49932,51246,38738,11962,10606,11415,6443.276881,6046.668253,4986.169703,908.7209129,924.9945728,811.0176132,58971.63722,8897.924914,2.728540033,3.25E-116,8.49E-115,RPS8A,II,88523,89125,-,603,protein_coding,- && sp|P0CX39|RS8A_YEAST 40S ribosomal protein S8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS8A PE=1 SV=1 && PF01201:Ribosomal protein S8e,-
YJR145C,33241,42081,41299,13266,11600,13173,3290.763555,3809.228171,4078.159081,773.1459474,776.1404484,718.0155142,49168.33629,9942.450577,2.306095289,2.67E-97,5.31E-96,RPS4A,X,702027,703068,-,786,protein_coding,- && sp|P0CX35|RS4A_YEAST 40S ribosomal protein S4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS4A PE=1 SV=1 && PF08071:RS4NT (NUC023) domain|PF00900:Ribosomal family S4e|PF01479:S4 domain|PF00467:KOW motif|PF16121:40S riboso,-
YDL184C,37671,60952,44890,12521,12068,10468,37580.07919,55598.98198,44668.58298,7353.404385,8136.648833,5749.641859,60160.04193,9246.099743,2.701987647,1.80E-70,2.17E-69,RPL41A,IV,130407,130484,-,78,protein_coding,- && - && -,-
YER117W,43245,56460,38715,9938,9459,9753,8127.944041,9703.178361,7258.152608,1099.620147,1201.571886,1009.275115,58119.28711,7647.679872,2.926024071,3.77E-121,1.10E-119,RPL23B,V,396769,397653,+,414,protein_coding,- && sp|P0CX41|RL23A_YEAST 60S ribosomal protein L23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL23A PE=1 SV=1 && PF00238:Ribosomal protein L14p/L23e,-
YDR033W,67159,54333,49839,12772,13750,13962,5426.540871,4014.309748,4016.892465,607.542494,750.8985834,621.1450504,72533.44748,10639.07212,2.769335456,3.96E-90,6.97E-89,MRH1,IV,508147,509109,+,963,protein_coding,- && sp|Q12117|MRH1_YEAST Protein MRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRH1 PE=1 SV=1 && PF01036:Bacteriorhodopsin-like protein,-
YDR345C,26955,34475,34400,591,465,712,1230.877662,1439.488389,1566.881038,15.8877328,14.35120065,17.90119756,40406.20042,457.4792546,6.463214265,0,0,HXT3,IV,1162957,1164660,-,1704,protein_coding,- && sp|P32466|HXT3_YEAST Low-affinity glucose transporter HXT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXT3 PE=1 SV=1 && PF00083:Sugar (and other) transporter,-
YGL135W,38935,35823,27617,14601,13387,14356,4632.416238,3897.244803,3277.524332,1022.701492,1076.490965,940.4319682,43213.94132,11091.85585,1.962037062,6.88E-52,5.58E-51,RPL1B,VII,254641,255294,+,654,protein_coding,- && sp|P0CX43|RL1A_YEAST 60S ribosomal protein L1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL1A PE=1 SV=1 && PF00687:Ribosomal protein L1p/L10e family,-
YOR293W,45966,51308,41209,9930,9055,8800,11247.46725,11479.72403,10058.01152,1430.428536,1497.497854,1185.570091,58342.15591,7299.309602,2.99883561,4.75E-145,2.09E-143,RPS10A,XV,867098,867852,+,318,protein_coding,- && sp|Q08745|RS10A_YEAST 40S ribosomal protein S10-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS10A PE=1 SV=1 && PF03501:Plectin/S10 domain,-
YDR385W,28248,30408,30342,16207,14265,17372,869.1285571,855.4852167,931.1990999,293.5606493,296.6387078,294.2880815,37589.01296,12478.89509,1.590822973,1.30E-63,1.37E-62,EFT2,IV,1243230,1245758,+,2529,protein_coding,"- && sp|P32324|EF2_YEAST Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFT1 PE=1 SV=1 && PF00009:Elongation factor Tu GTP binding domain|PF00679:Elongation factor G C-terminus|PF14492:Elongation Factor G, domain",-
YDR064W,43203,38061,30179,11032,10807,10489,7372.150745,5938.665086,5136.735164,1108.239046,1246.364822,985.4643663,47077.48591,8499.607514,2.469650787,1.02E-70,1.24E-69,RPS13,IV,579458,580452,+,456,protein_coding,- && sp|P05756|RS13_YEAST 40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS13 PE=1 SV=3 && PF08069:Ribosomal S13/S15 N-terminal domain|PF00312:Ribosomal protein S15,-
YBR181C,48278,49673,34165,7276,6613,6970,5283.537744,4970.776896,3729.572013,468.7778972,489.1406946,419.9860445,55637.25067,5466.361087,3.347491524,2.79E-139,1.12E-137,RPS6B,II,591712,592774,-,711,protein_coding,- && sp|P0CX37|RS6A_YEAST 40S ribosomal protein S6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS6A PE=1 SV=1 && PF01092:Ribosomal protein S6e,-
YER102W,49181,50873,35638,7956,7263,7491,6346.367065,6002.656871,4587.15256,604.3958856,633.4372603,532.2236479,57148.17977,5955.591459,3.262489295,6.97E-136,2.67E-134,RPS8B,V,363100,363702,+,603,protein_coding,- && sp|P0CX39|RS8A_YEAST 40S ribosomal protein S8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS8A PE=1 SV=1 && PF01201:Ribosomal protein S8e,-
YKR094C,48699,48662,37998,9678,8763,9292,9791.61261,8946.485681,7620.736515,1145.562239,1190.821647,1028.655419,57085.57991,7266.185054,2.973938334,4.55E-139,1.82E-137,RPL40B,XI,617996,618750,-,387,protein_coding,- && sp|P0CH08|RL40A_YEAST Ubiquitin-60S ribosomal protein L40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL40A PE=1 SV=1 && PF00240:Ubiquitin family|PF01020:Ribosomal L40e family,-
YFR031C-A,33990,41182,38731,9980,8191,9141,3457.282549,3830.182617,3929.564737,597.6035147,563.0933063,511.9221913,48020.91654,7138.350596,2.750053706,1.56E-147,7.02E-146,RPL2A,VI,220507,221418,-,765,protein_coding,"- && sp|P0CX45|RL2A_YEAST 60S ribosomal protein L2-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL2A PE=1 SV=1 && PF00181:Ribosomal Proteins L2, RNA binding domain|PF03947:Ribosomal Proteins L2, C-terminal domain",-
YPL220W,50683,53227,39562,9257,7378,7323,6030.172139,5790.65542,4695.130449,648.3903644,593.28829,479.7146352,60444.50566,6280.970706,3.266631873,2.12E-131,7.54E-130,RPL1A,XVI,135790,136443,+,654,protein_coding,- && sp|P0CX43|RL1A_YEAST 60S ribosomal protein L1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL1A PE=1 SV=1 && PF00687:Ribosomal protein L1p/L10e family,-
YJL190C,49967,55045,42339,5325,4601,4642,9893.17906,9965.493438,8361.712261,620.6847837,615.6934833,506.0393254,62062.40389,3820.740176,4.021975966,1.16E-248,1.39E-246,RPS22A,X,74910,75302,-,393,protein_coding,- && sp|P0C0W1|RS22A_YEAST 40S ribosomal protein S22-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS22A PE=1 SV=2 && PF00410:Ribosomal protein S8,-
YGR027C,36347,41268,33753,16131,15817,15886,8649.001311,8979.231138,8011.462416,2259.735329,2543.789884,2081.318229,46917.88418,12563.38682,1.900999447,2.47E-66,2.75E-65,RPS25A,VII,534132,534458,-,327,protein_coding,- && sp|Q3E792|RS25A_YEAST 40S ribosomal protein S25-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS25A PE=1 SV=1 && PF03297:S25 ribosomal protein,-
YIL148W,41237,42467,33055,10919,9994,10410,8291.273521,7807.537862,6629.386954,1292.456508,1358.104706,1152.421752,49222.13203,8212.076148,2.583573495,9.24E-108,2.11E-106,RPL40A,IX,68708,69528,+,387,protein_coding,- && sp|P0CH08|RL40A_YEAST Ubiquitin-60S ribosomal protein L40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL40A PE=1 SV=1 && PF00240:Ubiquitin family|PF01020:Ribosomal L40e family,-
YML028W,22441,23500,23739,26360,26265,26536,2954.608,2829.136249,3117.612345,2043.158044,2337.194191,1923.621666,29441.73999,20790.82801,0.501955182,4.70E-06,8.57E-06,TSA1,XIII,220138,220728,+,591,protein_coding,- && sp|P34760|TSA1_YEAST Peroxiredoxin TSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TSA1 PE=1 SV=3 && PF00578:AhpC/TSA family|PF10417:C-terminal domain of 1-Cys peroxiredoxin,-
YMR307W,25707,25937,26265,23321,18765,21330,1190.65862,1098.459229,1213.431588,635.8898957,587.4138215,543.9428295,32932.00632,16562.64058,0.991560601,1.84E-21,6.50E-21,GAS1,XIII,887003,888682,+,1680,protein_coding,"- && sp|P22146|GAS1_YEAST 1,3-beta-glucanosyltransferase GAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GAS1 PE=1 SV=2 && PF03198:Glucanosyltransferase|PF07983:X8 domain",-
YGL031C,45662,51373,36275,8723,8204,8025,7591.965419,7810.207216,6016.012652,853.8155426,921.9018205,734.6337396,56090.144,6555.959602,3.096993654,1.61E-128,5.50E-127,RPL24A,VII,437467,437934,-,468,protein_coding,- && sp|P04449|RL24A_YEAST 60S ribosomal protein L24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL24A PE=1 SV=1 && PF01246:Ribosomal protein L24e,-
YBR162C,15596,16347,16372,46778,40591,44961,887.099376,850.2085089,928.886843,1566.388872,1560.44522,1408.061251,20412.50699,34611.58273,-0.761802385,2.76E-14,7.57E-14,TOS1,II,563203,564570,-,1368,protein_coding,- && sp|P38288|TOS1_YEAST Protein TOS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOS1 PE=1 SV=1 && PF10290:Glycine-rich protein domain (DUF2403)|PF10287:Putative TOS1-like glycosyl hydrolase (DUF2401),-
YGL255W,22921,22803,26891,1238,719,1032,1576.943382,1434.507635,1845.404268,50.14204896,33.43267753,39.09207963,30744.46563,773.5423243,5.311931125,3.88E-295,6.77E-293,ZRT1,VII,20978,22108,+,1131,protein_coding,- && sp|P32804|ZRT1_YEAST Zinc-regulated transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZRT1 PE=1 SV=1 && PF02535:ZIP Zinc transporter,-
YFL039C,20091,24758,26272,26916,24879,28074,1385.918202,1561.636463,1807.72019,1093.063662,1159.921756,1066.269234,30018.83495,20890.0131,0.523072062,7.15E-06,1.29E-05,ACT1,VI,53260,54696,-,1128,protein_coding,- && sp|P60009|ACT_CANGA Actin OS=Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) OX=284593 GN=ACT1 PE=3 SV=1 && PF00022:Actin,-
YGL009C,28197,32951,35715,3734,3060,4641,937.6315051,1001.904261,1184.627936,73.09749481,68.77180816,84.9703473,40913.63135,2960.389588,3.788476823,6.45E-210,5.42E-208,LEU1,VII,476313,478652,-,2340,protein_coding,- && sp|P07264|LEUC_YEAST 3-isopropylmalate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEU1 PE=1 SV=3 && PF00330:Aconitase family (aconitate hydratase)|PF00694:Aconitase C-terminal domain,-
YDR382W,34707,39931,31547,13256,12052,12609,8109.946456,8531.775807,7352.939712,1823.527423,1903.354852,1622.213807,44712.58184,9938.877395,2.169611228,2.11E-88,3.55E-87,RPP2B,IV,1239492,1239824,+,333,protein_coding,- && sp|P02400|RLA4_YEAST 60S acidic ribosomal protein P2-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP2B PE=1 SV=2 && PF00428:60s Acidic ribosomal protein,-
YBL092W,36713,33134,30008,11255,11199,10360,7268.963172,5998.667628,5926.409729,1311.888684,1498.620152,1129.376866,42216.49959,8641.360724,2.28858392,3.21E-70,3.86E-69,RPL32,II,45978,46370,+,393,protein_coding,- && sp|P38061|RL32_YEAST 60S ribosomal protein L32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL32 PE=1 SV=1 && PF01655:Ribosomal protein L32,-
YEL021W,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,URA3,V,116167,116970,+,804,protein_coding,- && sp|P03962|PYRF_YEAST Orotidine 5'-phosphate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA3 PE=1 SV=2 && PF00215:Orotidine 5'-phosphate decarboxylase / HUMPS family,-
YER074W,42711,48158,32160,8863,8545,8117,8145.63079,8398.113912,6117.909521,995.0951811,1101.429687,852.3286073,51737.0691,6714.182772,2.946037393,2.60E-101,5.51E-100,RPS24A,V,306323,307196,+,408,protein_coding,- && sp|P0CX31|RS24A_YEAST 40S ribosomal protein S24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS24A PE=1 SV=1 && PF01282:Ribosomal protein S24e,-
YNL069C,32391,32034,29786,10599,10556,10026,4221.775834,3817.774931,3872.442937,813.2697109,929.8864608,719.4904793,39799.12704,8204.875614,2.278313668,2.81E-84,4.43E-83,RPL16B,XIV,493956,495001,-,597,protein_coding,- && sp|P26785|RL16B_YEAST 60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16B PE=1 SV=3 && PF00572:Ribosomal protein L13,-
YCR031C,24009,25828,25606,15729,15144,16540,4512.51725,4438.783045,4800.5232,1740.382903,1923.734501,1711.618006,31862.09592,12418.21903,1.3594382,2.56E-41,1.62E-40,RPS14A,III,177500,178220,-,414,protein_coding,- && sp|P06367|RS14A_YEAST 40S ribosomal protein S14-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS14A PE=1 SV=5 && PF00411:Ribosomal protein S11,-
YOL040C,27050,35590,36196,12473,10632,12377,4906.311544,5902.611201,6548.630104,1331.857213,1303.354482,1236.03219,41671.63568,9265.052136,2.169218449,3.33E-74,4.37E-73,RPS15,XV,253149,253577,-,429,protein_coding,- && sp|Q01855|RS15_YEAST 40S ribosomal protein S15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS15 PE=1 SV=1 && PF00203:Ribosomal protein S19,-
YJR104C,27665,32702,29819,18723,17897,19384,4629.380375,5003.741244,4977.225242,1844.448448,2024.100906,1785.920534,38019.17479,14671.22076,1.373798457,4.94E-42,3.18E-41,SOD1,X,622550,623014,-,465,protein_coding,- && sp|P00445|SODC_YEAST Superoxide dismutase [Cu-Zn] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD1 PE=1 SV=2 && PF00080:Copper/zinc superoxide dismutase (SODC),-
YJR016C,29704,34785,36870,9812,8011,10485,1314.744038,1407.818341,1627.801483,255.6717274,239.6474074,255.5178511,42801.49595,7362.722371,2.539305502,4.29E-119,1.20E-117,ILV3,X,464451,466208,-,1758,protein_coding,"- && sp|P39522|ILV3_YEAST Dihydroxy-acid dehydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV3 PE=1 SV=2 && PF00920:Dehydratase family",-
YMR242C,42282,36722,25603,7182,7133,6804,6339.183284,5034.223009,3828.870441,633.9019384,722.7860137,561.6537068,44154.25852,5556.30109,2.990463833,2.56E-80,3.76E-79,RPL20A,XIII,753225,754220,-,519,protein_coding,- && sp|P0CX23|RL20A_YEAST 60S ribosomal protein L20-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL20A PE=1 SV=1 && PF01775:Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A,-
YOL109W,27303,36110,28041,25245,22804,25938,6211.970829,7512.333579,6363.771308,3381.374754,3506.62884,3249.242029,38442.68708,19342.89813,0.990946972,5.23E-20,1.76E-19,ZEO1,XV,110297,110638,+,342,protein_coding,- && - && -,-
YKL006W,40843,39091,27507,7431,7032,6600,7621.259055,6669.821437,5119.815907,816.3102377,886.8449168,678.0778577,45296.43067,5541.322682,3.031221846,1.31E-95,2.54E-94,RPL14A,XI,431906,432720,+,417,protein_coding,- && sp|P36105|RL14A_YEAST 60S ribosomal protein L14-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL14A PE=1 SV=1 && PF01929:Ribosomal protein L14,-
YJR073C,50032,60006,53723,8322,7281,7596,6269.045304,6875.061055,6714.533257,613.8752842,616.6011138,524.0407243,69012.15758,6079.17873,3.505026052,1.18E-236,1.26E-234,OPI3,X,572315,572935,-,621,protein_coding,- && sp|P05375|PLMT_YEAST Phosphatidyl-N-methylethanolamine N-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OPI3 PE=1 SV=1 && PF04191:Phospholipid methyltransferase,-
YNL302C,36366,35190,28797,8494,7952,8257,6505.061728,5755.770801,5138.130877,894.4725898,961.3731495,813.2137441,42355.78667,6478.537487,2.708926335,2.84E-116,7.48E-115,RPS19B,XIV,61958,62943,-,435,protein_coding,- && sp|P07281|RS19B_YEAST 40S ribosomal protein S19-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS19B PE=1 SV=2 && PF01090:Ribosomal protein S19e,-
