gene_id,length,log_length,n_term_hydrophobic,n_term_positive,n_term_aliphatic
YGL011C,252,2.401400540781544,0.4,0.12,0.32
YER168C,546,2.7371926427047373,0.42,0.08,0.32
YBR237W,849,2.928907690243953,0.26,0.26,0.2
YJR050W,235,2.3710678622717363,0.3,0.2,0.22
YJR051W,501,2.699837725867246,0.5,0.12,0.4
YER070W,888,2.948412965778601,0.36,0.22,0.28
YBR049C,810,2.90848501887865,0.26,0.22,0.2
YPL215W,335,2.525044807036845,0.4,0.18,0.22
YKR001C,704,2.8475726591421124,0.42,0.06,0.34
YPL172C,462,2.6646419755561257,0.36,0.22,0.26
YJR021C,314,2.496929648073215,0.36,0.12,0.26
YIL066C,869,2.9390197764486663,0.36,0.2,0.28
YKR101W,654,2.815577748324267,0.46,0.16,0.34
YDR337W,286,2.456366033129043,0.46,0.22,0.32
YLL041C,266,2.424881636631067,0.48,0.22,0.3
YPL094C,274,2.437750562820388,0.38,0.16,0.28
YIR031C,554,2.74350976472843,0.46,0.1,0.34
YGL097W,482,2.6830470382388496,0.38,0.22,0.28
YNL262W,2222,3.346744054604849,0.32,0.12,0.22
YDL066W,428,2.6314437690131722,0.48,0.22,0.32
YHL020C,404,2.606381365110605,0.32,0.1,0.24
YDL090C,431,2.6344772701607315,0.48,0.24,0.36
YOR290C,1703,3.231214647962601,0.42,0.16,0.24
YDR530C,325,2.5118833609788744,0.38,0.24,0.26
YOL126C,377,2.576341350205793,0.42,0.12,0.36
YGL206C,1653,3.2182728535714475,0.42,0.08,0.24
YPR010C,1203,3.0802656273398448,0.46,0.18,0.24
YOR210W,70,1.845098040014257,0.38,0.16,0.28
YHR123W,391,2.5921767573958667,0.44,0.16,0.18
YER012W,198,2.296665190261531,0.44,0.14,0.36
YMR307W,559,2.747411807886423,0.54,0.08,0.38
YGL173C,1528,3.184123354239671,0.42,0.1,0.22
YOL116W,382,2.582063362911709,0.42,0.18,0.3
YGL071W,690,2.838849090737255,0.36,0.1,0.24
YER103W,642,2.807535028068853,0.38,0.1,0.3
YOR332W,233,2.367355921026019,0.38,0.14,0.3
YGR092W,572,2.7573960287930244,0.34,0.14,0.2
YNL183C,790,2.8976270912904414,0.22,0.18,0.16
YDR189W,666,2.823474229170301,0.42,0.1,0.32
YLR268W,214,2.330413773349191,0.38,0.12,0.28
YPL153C,821,2.9143431571194407,0.36,0.08,0.26
YLR043C,103,2.012837224705172,0.5,0.08,0.28
YBR097W,1454,3.162564406523019,0.46,0.08,0.36
YGL233W,910,2.9590413923210934,0.38,0.08,0.28
YOR207C,1149,3.060320028688285,0.4,0.3,0.3
YGR183C,66,1.8195439355418688,0.46,0.14,0.24
YAR007C,621,2.7930916001765804,0.28,0.16,0.18
YKL210W,1024,3.010299956639812,0.4,0.08,0.34
YPL008W,861,2.935003151453655,0.34,0.16,0.22
YLR240W,875,2.942008053022313,0.48,0.14,0.34
YOL004W,1536,3.1863912156954934,0.26,0.1,0.16
YJR017C,170,2.230448921378274,0.3,0.2,0.1
YOL058W,420,2.6232492903979003,0.46,0.08,0.36
YGR209C,104,2.0170333392987803,0.48,0.08,0.3
YIL004C,142,2.1522883443830567,0.26,0.08,0.18
YGL156W,1083,3.0346284566253203,0.34,0.16,0.2
YKL114C,367,2.5646660642520893,0.42,0.12,0.2
YHL022C,398,2.599883072073688,0.34,0.26,0.28
YLL021W,1466,3.166133970305109,0.32,0.24,0.24
YNL229C,354,2.5490032620257876,0.24,0.04,0.16
YCR042C,1407,3.1482940974347455,0.42,0.18,0.28
YHR057C,205,2.311753861055754,0.48,0.08,0.34
YHR135C,538,2.7307822756663893,0.44,0.08,0.32
YNL154C,546,2.7371926427047373,0.4,0.06,0.26
YPR161C,657,2.8175653695597807,0.34,0.24,0.24
YEL034W,157,2.1958996524092336,0.34,0.14,0.2
YDR243C,588,2.7693773260761385,0.3,0.24,0.22
YNL240C,491,2.6910814921229687,0.38,0.06,0.26
YLR027C,418,2.621176281775035,0.44,0.12,0.3
YMR011W,541,2.7331972651065692,0.34,0.1,0.22
YGR116W,1451,3.161667412437736,0.22,0.06,0.14
YGR135W,258,2.41161970596323,0.4,0.12,0.32
YML092C,250,2.3979400086720375,0.38,0.12,0.3
YML115C,535,2.7283537820212285,0.28,0.24,0.16
YDR495C,1011,3.004751155591001,0.16,0.26,0.12
YMR203W,387,2.5877109650189114,0.48,0.08,0.28
YBL041W,241,2.3820170425748683,0.38,0.04,0.28
YLR300W,448,2.651278013998144,0.4,0.14,0.3
YBR037C,295,2.469822015978163,0.44,0.2,0.32
YLL043W,669,2.8254261177678233,0.16,0.2,0.08
YHR026W,213,2.3283796034387376,0.42,0.14,0.26
YKL197C,1043,3.018284308426531,0.46,0.14,0.34
YEL032W,971,2.9872192299080047,0.36,0.1,0.18
YMR079W,304,2.482873583608754,0.44,0.08,0.28
YKL149C,405,2.6074550232146687,0.4,0.16,0.32
YER013W,1145,3.0588054866759067,0.46,0.08,0.38
YPR175W,689,2.8382192219076257,0.5,0.12,0.36
YNL112W,546,2.7371926427047373,0.08,0.2,0.0
YPL119C,617,2.7902851640332416,0.28,0.2,0.14
YDR423C,409,2.611723308007342,0.3,0.3,0.2
YJR090C,1151,3.0610753236297916,0.24,0.08,0.1
YNL289W,279,2.4456042032735974,0.42,0.14,0.26
YOL022C,408,2.61066016308988,0.42,0.08,0.24
YPR065W,368,2.5658478186735176,0.44,0.2,0.26
YOR157C,261,2.416640507338281,0.36,0.1,0.26
YDL230W,335,2.525044807036845,0.4,0.14,0.26
YMR296C,558,2.7466341989375787,0.54,0.1,0.34
YBL093C,220,2.342422680822206,0.34,0.06,0.24
YML008C,383,2.583198773968623,0.3,0.22,0.22
YKR048C,417,2.6201360549737576,0.38,0.14,0.2
YNL007C,352,2.546542663478131,0.32,0.22,0.22
YML123C,587,2.7686381012476144,0.38,0.24,0.28
YMR061W,677,2.8305886686851442,0.38,0.12,0.26
YGL044C,296,2.4712917110589387,0.42,0.06,0.28
YCR038C,642,2.807535028068853,0.42,0.12,0.32
YDR004W,460,2.6627578316815743,0.44,0.08,0.3
YMR214W,377,2.576341350205793,0.5,0.16,0.44
YCR092C,1018,3.00774777800074,0.32,0.12,0.24
YGL012W,473,2.6748611407378116,0.36,0.14,0.2
YCR002C,322,2.507855871695831,0.42,0.1,0.28
YCR009C,265,2.423245873936808,0.34,0.24,0.26
YCR098C,518,2.714329759745233,0.3,0.22,0.24
YCR003W,183,2.2624510897304293,0.5,0.16,0.32
YCR004C,247,2.392696953259666,0.46,0.14,0.4
YCR026C,742,2.870403905279027,0.36,0.12,0.16
YCR033W,1226,3.0884904701823963,0.3,0.22,0.1
YCR034W,347,2.5403294747908736,0.46,0.12,0.26
YCR035C,394,2.595496221825574,0.46,0.16,0.3
YCR037C,923,2.965201701025912,0.34,0.12,0.22
YCR065W,564,2.751279103983342,0.36,0.16,0.22
YCL031C,297,2.4727564493172123,0.44,0.18,0.24
YCL034W,354,2.5490032620257876,0.42,0.12,0.32
YCR083W,127,2.103803720955957,0.46,0.18,0.28
YCL035C,110,2.041392685158225,0.46,0.18,0.36
YCL017C,497,2.696356388733332,0.44,0.14,0.32
YCL057W,712,2.8524799936368566,0.56,0.06,0.28
YCL025C,633,2.801403710017355,0.22,0.12,0.14
YCR027C,209,2.3201462861110542,0.36,0.14,0.24
YCR072C,515,2.711807229041191,0.48,0.16,0.32
YCL019W,1770,3.247973266361807,0.36,0.12,0.24
YLR078C,244,2.3873898263387296,0.4,0.14,0.34
YDL058W,1790,3.2528530309798933,0.4,0.12,0.32
YCL024W,1037,3.015778756389041,0.34,0.18,0.24
YDL150W,422,2.625312450961674,0.32,0.24,0.22
YGL123W,254,2.404833716619938,0.32,0.26,0.18
YER094C,205,2.311753861055754,0.42,0.12,0.3
YER179W,334,2.5237464668115646,0.32,0.06,0.3
YER095W,400,2.6020599913279625,0.28,0.02,0.22
YNL064C,409,2.611723308007342,0.4,0.22,0.28
YKL015W,979,2.9907826918031377,0.26,0.24,0.16
YEL027W,160,2.204119982655925,0.54,0.04,0.4
YCL010C,259,2.413299764081252,0.42,0.08,0.28
YCL011C,427,2.630427875025024,0.12,0.26,0.06
YCL039W,745,2.8721562727482928,0.34,0.14,0.28
YCL044C,417,2.6201360549737576,0.38,0.16,0.2
YCL045C,760,2.8808135922807914,0.54,0.04,0.36
YCL047C,258,2.41161970596323,0.44,0.18,0.24
YCL054W,841,2.924795995797912,0.26,0.3,0.2
YCL055W,335,2.525044807036845,0.26,0.2,0.1
YCL059C,316,2.499687082618404,0.34,0.16,0.12
YCL005W,256,2.4082399653118496,0.72,0.04,0.46
YCL061C,1096,3.0398105541483504,0.36,0.12,0.26
YCL063W,423,2.6263403673750423,0.36,0.1,0.32
YCL008C,385,2.5854607295085006,0.46,0.16,0.3
YCL009C,309,2.4899584794248346,0.4,0.2,0.28
YCR010C,283,2.45178643552429,0.22,0.1,0.16
YCR014C,582,2.7649229846498886,0.42,0.16,0.26
YCR017C,953,2.979092900638326,0.56,0.12,0.36
YCR030C,870,2.9395192526186187,0.38,0.18,0.3
YCR047C,275,2.439332693830263,0.42,0.14,0.26
YCR052W,483,2.683947130751512,0.44,0.12,0.3
YCR057C,923,2.965201701025912,0.38,0.12,0.22
YCR059C,258,2.41161970596323,0.44,0.1,0.32
YCR060W,111,2.0453229787866576,0.36,0.14,0.24
YCR068W,520,2.716003343634799,0.48,0.16,0.34
YCR071C,146,2.164352855784437,0.42,0.12,0.28
YCR077C,796,2.900913067737669,0.26,0.06,0.14
YCR079W,442,2.645422269349092,0.36,0.16,0.28
YCR081W,1427,3.154423973114647,0.44,0.1,0.22
YCR086W,190,2.278753600952829,0.42,0.12,0.36
YCR089W,1609,3.2065560440990297,0.48,0.04,0.36
YCR093W,2108,3.323870606540509,0.4,0.08,0.34
YCR094W,391,2.5921767573958667,0.52,0.18,0.28
YDL127W,308,2.4885507165004443,0.5,0.14,0.36
YDL126C,835,2.921686475483602,0.4,0.18,0.32
YML078W,182,2.2600713879850747,0.42,0.18,0.26
YFL002C,606,2.782472624166286,0.52,0.06,0.3
YHR120W,959,2.9818186071706636,0.36,0.24,0.2
YOL090W,964,2.984077033902831,0.32,0.2,0.2
YDL200C,188,2.27415784926368,0.46,0.14,0.32
YGR087C,563,2.7505083948513462,0.44,0.1,0.32
YGL116W,610,2.785329835010767,0.32,0.18,0.24
YPL131W,297,2.4727564493172123,0.24,0.32,0.12
YER170W,225,2.3521825181113627,0.44,0.16,0.36
YDL170W,528,2.722633922533812,0.26,0.28,0.18
YMR055C,306,2.48572142648158,0.42,0.1,0.32
YOR026W,341,2.5327543789924976,0.48,0.1,0.38
YNL312W,273,2.436162647040756,0.26,0.06,0.16
YJL173C,122,2.0863598306747484,0.42,0.08,0.28
YJR123W,225,2.3521825181113627,0.48,0.04,0.28
YIL133C,199,2.298853076409707,0.5,0.14,0.42
YNL069C,198,2.296665190261531,0.5,0.16,0.42
YOR096W,190,2.278753600952829,0.5,0.1,0.36
YKL113C,382,2.582063362911709,0.48,0.16,0.36
YBR278W,201,2.303196057420489,0.56,0.12,0.42
YJR005W,700,2.845098040014257,0.4,0.24,0.32
YLR258W,705,2.848189116991399,0.42,0.16,0.34
YGR159C,414,2.617000341120899,0.18,0.2,0.16
YNR013C,894,2.951337518795918,0.34,0.22,0.22
YNR012W,501,2.699837725867246,0.32,0.22,0.24
YJL172W,576,2.7604224834232123,0.58,0.2,0.38
YAR019C,974,2.9885589568786157,0.34,0.18,0.28
YBR067C,210,2.322219294733919,0.5,0.04,0.46
YOL096C,312,2.494154594018443,0.38,0.22,0.28
YML010W,1063,3.0265332645232967,0.24,0.06,0.14
YGL119W,501,2.699837725867246,0.3,0.22,0.26
YGL035C,504,2.7024305364455254,0.4,0.22,0.24
YIL160C,417,2.6201360549737576,0.38,0.22,0.3
YLR148W,918,2.9628426812012423,0.4,0.12,0.34
YDR483W,442,2.645422269349092,0.52,0.08,0.4
YOR099W,393,2.5943925503754266,0.56,0.14,0.38
YAL058W,502,2.7007037171450192,0.48,0.1,0.3
YGR029W,189,2.2764618041732443,0.32,0.14,0.2
YEL061C,1000,3.0,0.24,0.14,0.18
YNL137C,486,2.6866362692622934,0.34,0.26,0.24
YGL070C,122,2.0863598306747484,0.32,0.16,0.18
YNL113W,142,2.1522883443830567,0.26,0.14,0.16
YAL032C,379,2.578639209968072,0.42,0.18,0.26
YAL033W,173,2.2380461031287955,0.48,0.16,0.36
YHR089C,205,2.311753861055754,0.3,0.16,0.1
YER065C,557,2.745855195173729,0.44,0.18,0.3
YOR136W,369,2.56702636615906,0.34,0.16,0.16
YEL012W,218,2.338456493604605,0.38,0.18,0.2
YKL216W,314,2.496929648073215,0.38,0.08,0.24
YKL215C,1286,3.109240968588203,0.36,0.14,0.26
YKL096W,239,2.3783979009481375,0.48,0.08,0.38
YKL095W,278,2.444044795918076,0.4,0.26,0.2
YKL094W,313,2.4955443375464483,0.44,0.1,0.22
YKL007W,268,2.428134794028789,0.36,0.1,0.28
YKL008C,418,2.621176281775035,0.34,0.2,0.2
YMR201C,371,2.569373909615046,0.38,0.24,0.3
YMR150C,190,2.278753600952829,0.44,0.1,0.26
YKL116C,518,2.714329759745233,0.26,0.14,0.14
YGR028W,362,2.558708570533166,0.36,0.16,0.3
YBL063W,1111,3.0457140589408676,0.38,0.16,0.22
YPL155C,706,2.8488047010518036,0.26,0.14,0.12
YDR498C,383,2.583198773968623,0.4,0.16,0.34
YDR329C,441,2.6444385894678386,0.48,0.2,0.36
YDR036C,500,2.6989700043360187,0.42,0.12,0.26
YNL037C,360,2.5563025007672873,0.4,0.18,0.32
YLR286C,562,2.749736315569061,0.46,0.02,0.34
YPR086W,345,2.537819095073274,0.42,0.16,0.28
YGR246C,596,2.7752462597402365,0.36,0.08,0.26
YPL204W,494,2.693726948923647,0.34,0.22,0.26
YGR133W,183,2.2624510897304293,0.42,0.14,0.28
YBR200W,551,2.741151598851785,0.3,0.22,0.22
YLL045C,256,2.4082399653118496,0.42,0.22,0.24
YOR208W,750,2.8750612633917,0.28,0.18,0.18
YBR023C,1165,3.0663259253620376,0.28,0.16,0.2
YKR002W,568,2.754348335711019,0.34,0.1,0.26
YBL023C,868,2.938519725176492,0.3,0.14,0.08
YLR274W,775,2.88930170250631,0.4,0.1,0.22
YDR353W,319,2.503790683057181,0.5,0.1,0.4
YBR275C,1916,3.2823955047425257,0.32,0.24,0.12
YPL048W,415,2.618048096712093,0.54,0.18,0.36
YKL019W,316,2.499687082618404,0.4,0.12,0.28
YHR190W,444,2.6473829701146196,0.5,0.14,0.34
YER003C,429,2.6324572921847245,0.42,0.1,0.26
YDR497C,584,2.7664128471123997,0.3,0.14,0.22
YMR137C,661,2.82020145948564,0.2,0.3,0.16
YOR317W,700,2.845098040014257,0.4,0.16,0.24
YPR103W,287,2.4578818967339924,0.48,0.06,0.32
YFR050C,266,2.424881636631067,0.4,0.06,0.22
YPR019W,933,2.9698816437465,0.32,0.04,0.14
YMR080C,971,2.9872192299080047,0.34,0.02,0.24
YGR218W,1084,3.0350292822023683,0.4,0.06,0.28
YKL016C,174,2.2405492482826,0.38,0.18,0.32
YNL117W,554,2.74350976472843,0.48,0.16,0.34
YAL030W,117,2.0681858617461617,0.34,0.12,0.22
YDR285W,875,2.942008053022313,0.38,0.12,0.22
YFL001W,442,2.645422269349092,0.38,0.2,0.3
YBR114W,790,2.8976270912904414,0.2,0.2,0.16
YAL012W,394,2.595496221825574,0.38,0.12,0.26
YAL017W,1356,3.1322596895310446,0.34,0.14,0.22
YAL011W,625,2.7958800173440754,0.18,0.24,0.12
YAL014C,255,2.406540180433955,0.44,0.12,0.4
YAL015C,399,2.6009728956867484,0.4,0.2,0.26
YAL019W,1131,3.053462604925455,0.38,0.1,0.22
YAL023C,759,2.8802417758954806,0.22,0.14,0.18
YAL021C,837,2.92272545799326,0.36,0.06,0.22
YAL013W,405,2.6074550232146687,0.26,0.04,0.2
YAL020C,333,2.5224442335063197,0.34,0.12,0.22
YKL080W,392,2.593286067020457,0.5,0.06,0.32
YLL026W,908,2.958085848521085,0.46,0.1,0.32
YDR074W,896,2.9523080096621253,0.32,0.12,0.22
YGL038C,480,2.681241237375587,0.42,0.22,0.32
YNL073W,576,2.7604224834232123,0.4,0.24,0.26
YNL287W,935,2.9708116108725178,0.32,0.18,0.18
YPR060C,256,2.4082399653118496,0.44,0.14,0.26
YOL064C,357,2.552668216112193,0.36,0.16,0.32
YNL236W,974,2.9885589568786157,0.4,0.1,0.24
YOR211C,881,2.944975908412048,0.5,0.22,0.38
YPR035W,370,2.568201724066995,0.34,0.2,0.3
YBL015W,526,2.7209857441537393,0.44,0.18,0.3
YGR144W,326,2.513217600067939,0.36,0.14,0.24
YBL017C,1579,3.1983821300082944,0.54,0.08,0.38
YNR044W,725,2.8603380065709936,0.5,0.04,0.38
YDR385W,842,2.9253120914996495,0.46,0.16,0.36
YBR218C,1180,3.0718820073061255,0.44,0.2,0.34
YLR120C,569,2.7551122663950713,0.44,0.2,0.32
YKL120W,324,2.510545010206612,0.44,0.14,0.34
YPL082C,1867,3.2711443179490782,0.42,0.14,0.34
YGR014W,1306,3.115943176939055,0.42,0.02,0.24
YLR203C,436,2.639486489268586,0.48,0.2,0.3
YOR373W,851,2.929929560084588,0.26,0.14,0.16
YMR308C,1089,3.037027879755775,0.48,0.06,0.36
YGR044C,300,2.4771212547196626,0.34,0.1,0.18
YML120C,513,2.7101173651118162,0.34,0.16,0.22
YKL122C,167,2.2227164711475833,0.36,0.16,0.2
YKL124W,579,2.762678563727436,0.5,0.04,0.26
YLR204W,111,2.0453229787866576,0.44,0.12,0.2
YDR075W,308,2.4885507165004443,0.42,0.1,0.3
YDR047W,362,2.558708570533166,0.44,0.2,0.22
YPR190C,654,2.815577748324267,0.38,0.06,0.28
YMR202W,222,2.346352974450639,0.56,0.08,0.34
YLR056W,365,2.5622928644564746,0.54,0.08,0.44
YIL150C,571,2.756636108245848,0.38,0.18,0.26
YDR001C,751,2.8756399370041685,0.34,0.14,0.16
YBL074C,355,2.550228353055094,0.46,0.14,0.28
YHR079C,1115,3.0472748673841794,0.46,0.16,0.36
YPL175W,452,2.655138434811382,0.48,0.14,0.34
YKL079W,656,2.8169038393756605,0.38,0.12,0.26
YLR447C,345,2.537819095073274,0.32,0.06,0.26
YBR123C,649,2.812244696800369,0.54,0.06,0.34
YKL212W,623,2.7944880466591697,0.46,0.08,0.34
YGR253C,260,2.414973347970818,0.42,0.1,0.32
YDR356W,944,2.974971994298069,0.34,0.12,0.18
YDL029W,391,2.5921767573958667,0.48,0.12,0.28
YLL048C,1661,3.2203696324513946,0.44,0.14,0.26
YDR405W,263,2.419955748489758,0.42,0.14,0.3
YNL103W,672,2.8273692730538253,0.26,0.08,0.14
YDL078C,343,2.5352941200427703,0.5,0.1,0.44
YLR403W,683,2.8344207036815328,0.36,0.02,0.22
YCR028C-A,135,2.130333768495006,0.36,0.2,0.2
YJL115W,279,2.4456042032735974,0.42,0.12,0.28
YBR249C,370,2.568201724066995,0.52,0.04,0.32
YKL157W,952,2.9786369483844743,0.52,0.18,0.38
YLR314C,520,2.716003343634799,0.18,0.12,0.12
YJR076C,415,2.618048096712093,0.36,0.16,0.28
YKL191W,534,2.7275412570285567,0.38,0.06,0.28
YNL280C,438,2.6414741105040997,0.54,0.06,0.32
YKL192C,125,2.0969100130080562,0.42,0.16,0.3
YHR094C,570,2.7558748556724915,0.26,0.1,0.12
YDR345C,567,2.7535830588929064,0.36,0.04,0.2
YHR092C,576,2.7604224834232123,0.34,0.06,0.22
YHR107C,407,2.60959440922522,0.46,0.06,0.28
YDR519W,135,2.130333768495006,0.54,0.12,0.36
YBR221C,366,2.5634810853944106,0.54,0.16,0.36
YDR518W,517,2.7134905430939424,0.48,0.12,0.32
YGR175C,496,2.6954816764901977,0.52,0.1,0.46
YJL159W,413,2.615950051656401,0.48,0.04,0.36
YBL008W,840,2.9242792860618816,0.4,0.22,0.3
YOR038C,875,2.942008053022313,0.52,0.12,0.4
YER025W,527,2.7218106152125467,0.38,0.08,0.28
YLR113W,435,2.6384892569546374,0.42,0.04,0.26
YPR159W,720,2.8573324964312685,0.24,0.06,0.12
YAL029C,1471,3.16761267272753,0.32,0.12,0.16
YDR176W,702,2.846337112129805,0.34,0.24,0.18
YDL208W,156,2.1931245983544616,0.38,0.3,0.26
YMR309C,812,2.9095560292411755,0.24,0.02,0.14
YLR335W,720,2.8573324964312685,0.4,0.2,0.26
YML031W,655,2.816241299991783,0.48,0.14,0.34
YDR211W,712,2.8524799936368566,0.34,0.2,0.22
YLR291C,381,2.5809249756756194,0.46,0.12,0.36
YGR140W,956,2.9804578922761,0.38,0.16,0.24
YGL122C,525,2.720159303405957,0.46,0.06,0.4
YIR006C,1480,3.1702617153949575,0.22,0.0,0.02
YLL036C,503,2.7015679850559273,0.42,0.14,0.28
YJL203W,280,2.4471580313422194,0.3,0.18,0.18
YPL269W,644,2.808885867359812,0.26,0.1,0.16
YGR285C,433,2.6364878963533656,0.44,0.16,0.24
YJR063W,125,2.0969100130080562,0.42,0.06,0.32
YGL207W,1035,3.0149403497929366,0.38,0.1,0.24
YNL330C,433,2.6364878963533656,0.44,0.2,0.24
YMR001C,705,2.848189116991399,0.34,0.22,0.24
YOR270C,840,2.9242792860618816,0.46,0.12,0.34
YGR229C,505,2.7032913781186614,0.32,0.14,0.14
YMR165C,862,2.9355072658247128,0.44,0.14,0.3
YDR011W,1501,3.1763806922432702,0.28,0.14,0.2
YER022W,687,2.8369567370595505,0.38,0.06,0.24
YBR253W,121,2.0827853703164503,0.38,0.08,0.32
YDR069C,926,2.9666109866819346,0.38,0.16,0.34
YNL202W,292,2.4653828514484184,0.42,0.12,0.3
YDR422C,815,2.9111576087399764,0.2,0.3,0.08
YGL169W,426,2.629409599102719,0.5,0.12,0.32
YPL029W,737,2.8674674878590514,0.5,0.24,0.3
YDR410C,239,2.3783979009481375,0.44,0.14,0.24
YGR104C,307,2.4871383754771865,0.42,0.02,0.28
YNL016W,453,2.656098202012832,0.34,0.02,0.24
YPL106C,693,2.8407332346118066,0.42,0.1,0.3
YJL176C,825,2.916453948549925,0.28,0.02,0.26
YIL126W,1359,3.1332194567324945,0.46,0.06,0.32
YER133W,312,2.494154594018443,0.4,0.14,0.3
YKL203C,2474,3.393399695293102,0.2,0.28,0.12
YBL050W,292,2.4653828514484184,0.42,0.16,0.28
YBR119W,298,2.4742162640762553,0.44,0.16,0.28
YOL067C,177,2.247973266361807,0.32,0.18,0.18
YDR323C,515,2.711807229041191,0.34,0.12,0.26
YEL051W,256,2.4082399653118496,0.34,0.26,0.22
YEL047C,470,2.6720978579357175,0.5,0.06,0.44
YEL044W,166,2.220108088040055,0.22,0.12,0.12
YEL042W,518,2.714329759745233,0.6,0.1,0.38
YEL040W,467,2.6693168805661123,0.44,0.04,0.3
YEL037C,398,2.599883072073688,0.38,0.16,0.28
YEL036C,500,2.6989700043360187,0.52,0.1,0.32
YER172C,2163,3.3350565194390915,0.28,0.26,0.16
YER173W,659,2.81888541459401,0.3,0.16,0.18
YER175C,299,2.4756711883244296,0.3,0.12,0.14
YER176W,1121,3.049605612594973,0.22,0.16,0.12
YER164W,1468,3.166726055580052,0.28,0.18,0.22
YER166W,1571,3.1961761850399735,0.3,0.12,0.08
YGL016W,1081,3.0338256939533106,0.38,0.12,0.3
YAR050W,1537,3.1866738674997452,0.48,0.1,0.3
YKR084C,611,2.7860412102425545,0.32,0.04,0.16
YDL168W,386,2.586587304671755,0.5,0.18,0.42
YOR194C,286,2.456366033129043,0.36,0.12,0.3
YKL058W,122,2.0863598306747484,0.46,0.1,0.38
YDR311W,642,2.807535028068853,0.44,0.12,0.36
YBR236C,436,2.639486489268586,0.26,0.12,0.14
YBL011W,759,2.8802417758954806,0.34,0.16,0.24
YBL007C,1244,3.0948203803548,0.46,0.1,0.34
YLR214W,686,2.8363241157067516,0.4,0.1,0.28
YHR016C,468,2.670245853074124,0.5,0.2,0.34
YLR397C,780,2.8920946026904804,0.3,0.24,0.16
YPR024W,747,2.873320601815399,0.5,0.18,0.34
YML042W,670,2.8260748027008264,0.36,0.18,0.24
YDL220C,924,2.9656719712201065,0.44,0.14,0.26
YOR316C,439,2.6424645202421213,0.52,0.1,0.42
YGL191W,129,2.110589710299249,0.46,0.2,0.24
YJL210W,271,2.432969290874406,0.46,0.08,0.3
YLR083C,667,2.824125833916549,0.56,0.1,0.36
YGL200C,203,2.307496037913213,0.52,0.1,0.3
YMR284W,602,2.7795964912578244,0.32,0.1,0.2
YDL013W,619,2.791690649020118,0.3,0.14,0.2
YMR224C,692,2.840106094456758,0.38,0.1,0.2
YBR091C,109,2.037426497940624,0.4,0.08,0.24
YMR091C,435,2.6384892569546374,0.18,0.12,0.14
YBR060C,620,2.792391689498254,0.34,0.26,0.24
YLR293C,219,2.3404441148401185,0.42,0.16,0.3
YDR375C,456,2.6589648426644352,0.36,0.1,0.22
YPL234C,164,2.214843848047698,0.56,0.02,0.42
YIL068C,805,2.9057958803678687,0.3,0.16,0.26
YLR032W,1169,3.0678145111618402,0.28,0.14,0.16
YOR036W,288,2.459392487759231,0.38,0.04,0.2
YPR055W,1065,3.0273496077747564,0.34,0.16,0.26
YKL040C,256,2.4082399653118496,0.4,0.16,0.26
YKL038W,1170,3.0681858617461617,0.26,0.14,0.2
YGL163C,898,2.9532763366673045,0.46,0.24,0.24
YPL232W,290,2.462397997898956,0.32,0.08,0.18
YPL115C,1128,3.0523090996473234,0.18,0.2,0.14
YMR207C,2273,3.356599435724971,0.36,0.2,0.26
YDL174C,587,2.7686381012476144,0.34,0.2,0.24
YLL008W,752,2.876217840591642,0.28,0.22,0.2
YGR166W,560,2.7481880270062002,0.38,0.14,0.22
YKL181W,427,2.630427875025024,0.4,0.16,0.26
YNR017W,222,2.346352974450639,0.38,0.08,0.22
YDR430C,989,2.9951962915971793,0.5,0.18,0.36
YHR148W,183,2.2624510897304293,0.26,0.34,0.18
YHR149C,734,2.8656960599160706,0.24,0.16,0.2
YKR093W,601,2.7788744720027396,0.28,0.1,0.2
YHL004W,394,2.595496221825574,0.42,0.18,0.28
YGR214W,252,2.401400540781544,0.52,0.1,0.38
YJR131W,549,2.739572344450092,0.5,0.12,0.32
YFL008W,1225,3.0881360887005513,0.4,0.1,0.24
YBR172C,740,2.8692317197309762,0.34,0.08,0.22
YNR003C,317,2.5010592622177517,0.38,0.08,0.24
YGL212W,316,2.499687082618404,0.38,0.24,0.26
YOR132W,551,2.741151598851785,0.32,0.02,0.16
YGR063C,102,2.0086001717619175,0.34,0.04,0.18
YLR378C,480,2.681241237375587,0.58,0.1,0.36
YDR292C,621,2.7930916001765804,0.42,0.08,0.28
YDR103W,917,2.962369335670021,0.34,0.12,0.16
YML001W,208,2.3180633349627615,0.34,0.2,0.28
YJL187C,819,2.9132839017604186,0.32,0.08,0.14
YOR344C,291,2.4638929889859074,0.32,0.1,0.24
YKL009W,236,2.3729120029701067,0.34,0.26,0.26
YKL012W,583,2.765668554759014,0.34,0.2,0.24
YKL013C,171,2.232996110392154,0.42,0.1,0.32
YER100W,250,2.3979400086720375,0.44,0.18,0.26
YOR117W,434,2.637489729512511,0.38,0.1,0.32
YDR394W,428,2.6314437690131722,0.44,0.08,0.36
YKL145W,467,2.6693168805661123,0.42,0.18,0.26
YPL057C,382,2.582063362911709,0.52,0.08,0.4
YDR369C,854,2.931457870689005,0.34,0.16,0.24
YOR153W,1511,3.1792644643390253,0.32,0.12,0.26
YGL238W,960,2.9822712330395684,0.44,0.1,0.36
YNR010W,149,2.173186268412274,0.34,0.1,0.24
YNL001W,386,2.586587304671755,0.4,0.2,0.28
